State,District,Year,Jowar,,,,,,,,,,,,,,
,,,Kharif,,,Rabi,,,Whole Year,,,Summer,,,Autumn,,
,,,Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare)
,,2014 - 2015,2,3,1.5,,,,,,,,,,,,
,,2016 - 2017,1,2,2,,,,,,,3,3,1,,,
,,2017 - 2018,3,9,3,,,,,,,2,6,3,,,
,,2018 - 2019,4,10,2.5,,,,,,,1,3,3,,,
,,2020 - 2021,3,8,2.67,1,3,3,,,,,,,,,
,,2021 - 2022,2,5,2.5,,,,,,,,,,,,
,,2022 - 2023,2,5,2.5,2,5,2.5,,,,,,,,,
18. Punjab,1. Firozepur,2006 - 2007,100,100,1,,,,,,,,,,,,
,,2007 - 2008,100,100,1,,,,,,,,,,,,
,,2008 - 2009,100,100,1,,,,,,,,,,,,
,,2009 - 2010,100,100,1,,,,,,,,,,,,
19. Rajasthan,1. Ajmer,2000 - 2001,"1,23,767.00","12,309.00",0.1,,,,,,,,,,,,
,,2001 - 2002,"1,29,137.00","59,749.00",0.46,,,,,,,,,,,,
,,2002 - 2003,"1,08,116.00","4,110.00",0.04,,,,,,,,,,,,
,,2003 - 2004,"1,37,488.00","80,161.00",0.58,,,,,,,,,,,,
,,2004 - 2005,"1,19,921.00","30,195.00",0.25,,,,,,,,,,,,
,,2005 - 2006,"1,33,856.00","3,602.00",0.03,,,,,,,,,,,,
,,2006 - 2007,"1,49,417.00","87,848.00",0.59,,,,,,,,,,,,
,,2007 - 2008,"1,36,794.00","63,174.00",0.46,,,,,,,,,,,,
,,2008 - 2009,"1,43,298.00","76,740.00",0.54,,,,,,,,,,,,
,,2009 - 2010,"1,47,086.00","2,375.00",0.02,,,,,,,,,,,,
,,2010 - 2011,"1,60,379.00","1,21,578.00",0.76,,,,,,,,,,,,
,,2011 - 2012,"1,16,289.00","89,363.00",0.77,,,,,,,,,,,,
,,2012 - 2013,"1,35,097.00","1,04,895.00",0.78,,,,,,,,,,,,
,,2013 - 2014,"1,38,621.00","83,062.00",0.6,,,,,,,,,,,,
,,2014 - 2015,"1,37,356.00","77,223.00",0.56,,,,,,,,,,,,
,,2015 - 2016,"1,47,324.00","45,202.00",0.31,,,,,,,,,,,,
,,2016 - 2017,"1,43,958.00","81,569.00",0.57,,,,,,,,,,,,
,,2017 - 2018,"1,26,845.00","74,554.00",0.59,,,,,,,,,,,,
,,2018 - 2019,"1,34,615.00","1,01,153.00",0.75,,,,,,,,,,,,
,,2019 - 2020,"1,52,515.00","90,858.00",0.6,,,,,,,,,,,,
,,2020 - 2021,"1,44,747.00","1,30,946.00",0.9,,,,,,,,,,,,
,,2021 - 2022,"1,56,980.00","1,24,451.00",0.79,,,,,,,,,,,,
,,2022 - 2023,"1,52,597.00","1,18,217.00",0.77,,,,,,,,,,,,
,2. Alwar,2000 - 2001,"26,095.00","16,426.00",0.63,,,,,,,,,,,,
,,2001 - 2002,"24,008.00","13,276.00",0.55,,,,,,,,,,,,
,,2002 - 2003,"33,954.00","5,137.00",0.15,,,,,,,,,,,,
,,2003 - 2004,"31,738.00","16,503.00",0.52,,,,,,,,,,,,
,,2004 - 2005,"29,386.00","14,906.00",0.51,,,,,,,,,,,,
,,2005 - 2006,"27,769.00","15,984.00",0.58,,,,,,,,,,,,
,,2006 - 2007,"28,505.00","20,138.00",0.71,,,,,,,,,,,,
,,2007 - 2008,"31,535.00","21,874.00",0.69,,,,,,,,,,,,
,,2008 - 2009,"24,459.00","15,315.00",0.63,,,,,,,,,,,,
,,2009 - 2010,"43,288.00","14,734.00",0.34,,,,,,,,,,,,
,,2010 - 2011,"31,990.00","20,975.00",0.66,,,,,,,,,,,,
,,2011 - 2012,"29,895.00","28,279.00",0.95,,,,,,,,,,,,
,,2012 - 2013,"28,476.00","20,742.00",0.73,,,,,,,,,,,,
,,2013 - 2014,"24,703.00","20,846.00",0.84,,,,,,,,,,,,
,,2014 - 2015,"27,752.00","25,011.00",0.9,,,,,,,,,,,,
,,2015 - 2016,"28,320.00","24,418.00",0.86,,,,,,,,,,,,
,,2016 - 2017,"24,062.00","20,930.00",0.87,,,,,,,,,,,,
,,2017 - 2018,"23,759.00","16,248.00",0.68,,,,,,,,,,,,
,,2018 - 2019,"24,667.00","23,664.00",0.96,,,,,,,,,,,,
,,2019 - 2020,"19,100.00","13,400.00",0.7,,,,,,,,,,,,
,,2020 - 2021,"17,683.00","18,104.00",1.02,,,,,,,,,,,,
,,2021 - 2022,"16,018.00","18,482.00",1.15,,,,,,,,,,,,
,,2022 - 2023,"18,069.00","18,905.00",1.05,,,,,,,,,,,,
,3. Banswara,2000 - 2001,838,167,0.2,,,,,,,,,,,,
,,2001 - 2002,996,412,0.41,,,,,,,,,,,,
,,2002 - 2003,"1,123.00",144,0.13,,,,,,,,,,,,
,,2003 - 2004,"1,130.00",804,0.71,,,,,,,,,,,,
,,2004 - 2005,698,324,0.46,,,,,,,,,,,,
,,2005 - 2006,688,197,0.29,,,,,,,,,,,,
,,2006 - 2007,566,355,0.63,,,,,,,,,,,,
,,2007 - 2008,360,207,0.58,,,,,,,,,,,,
,,2008 - 2009,454,307,0.68,,,,,,,,,,,,
,,2009 - 2010,447,350,0.78,,,,,,,,,,,,
,,2010 - 2011,526,368,0.7,,,,,,,,,,,,
,,2011 - 2012,383,284,0.74,,,,,,,,,,,,
,,2012 - 2013,319,197,0.62,,,,,,,,,,,,
,,2013 - 2014,335,206,0.61,,,,,,,,,,,,
,,2014 - 2015,236,180,0.76,,,,,,,,,,,,
,,2015 - 2016,265,144,0.54,,,,,,,,,,,,
,,2016 - 2017,324,195,0.6,,,,,,,,,,,,
,,2017 - 2018,291,170,0.58,,,,,,,,,,,,
,,2018 - 2019,220,183,0.83,,,,,,,,,,,,
,,2019 - 2020,207,147,0.71,,,,,,,,,,,,
,,2020 - 2021,126,133,1.06,,,,,,,,,,,,
,,2021 - 2022,97,84,0.87,,,,,,,,,,,,
,,2022 - 2023,44,39,0.89,,,,,,,,,,,,
,4. Baran,2000 - 2001,"7,764.00","5,848.00",0.75,,,,,,,,,,,,
,,2001 - 2002,"8,692.00","10,188.00",1.17,,,,,,,,,,,,
,,2002 - 2003,"6,399.00","1,311.00",0.2,,,,,,,,,,,,
,,2003 - 2004,"16,036.00","17,886.00",1.12,,,,,,,,,,,,
,,2004 - 2005,"2,454.00","3,974.00",1.62,,,,,,,,,,,,
,,2005 - 2006,"2,195.00","2,680.00",1.22,,,,,,,,,,,,
,,2006 - 2007,"2,075.00","3,310.00",1.6,,,,,,,,,,,,
,,2007 - 2008,"2,704.00","5,299.00",1.96,,,,,,,,,,,,
,,2008 - 2009,944,"1,283.00",1.36,,,,,,,,,,,,
,,2009 - 2010,945,"1,552.00",1.64,,,,,,,,,,,,
,,2010 - 2011,"2,006.00","1,404.00",0.7,,,,,,,,,,,,
,,2011 - 2012,474,"1,040.00",2.19,,,,,,,,,,,,
,,2012 - 2013,203,318,1.57,,,,,,,,,,,,
,,2013 - 2014,23,14,0.61,,,,,,,,,,,,
,,2014 - 2015,247,188,0.76,,,,,,,,,,,,
,,2015 - 2016,320,174,0.54,,,,,,,,,,,,
,,2016 - 2017,248,150,0.6,,,,,,,,,,,,
,,2017 - 2018,132,77,0.58,,,,,,,,,,,,
,,2018 - 2019,61,51,0.84,,,,,,,,,,,,
,,2019 - 2020,"1,553.00","1,102.00",0.71,,,,,,,,,,,,
,,2020 - 2021,62,65,1.05,,,,,,,,,,,,
,,2021 - 2022,45,39,0.87,,,,,,,,,,,,
,,2022 - 2023,43,38,0.88,,,,,,,,,,,,
,5. Barmer,2000 - 2001,"1,389.00",279,0.2,,,,,,,,,,,,
,,2001 - 2002,"1,325.00",548,0.41,,,,,,,,,,,,
,,2002 - 2003,360,46,0.13,,,,,,,,,,,,
,,2003 - 2004,"1,765.00","1,260.00",0.71,,,,,,,,,,,,
,,2004 - 2005,"2,244.00","1,041.00",0.46,,,,,,,,,,,,
,,2005 - 2006,"1,439.00",414,0.29,,,,,,,,,,,,
,,2006 - 2007,"3,788.00","1,744.00",0.46,,,,,,,,,,,,
,,2007 - 2008,"1,221.00",117,0.1,,,,,,,,,,,,
,,2008 - 2009,"1,926.00",321,0.17,,,,,,,,,,,,
,,2009 - 2010,"2,074.00",,0,,,,,,,,,,,,
,,2010 - 2011,"2,752.00","1,927.00",0.7,,,,,,,,,,,,
,,2011 - 2012,"3,763.00","1,448.00",0.38,,,,,,,,,,,,
,,2012 - 2013,"9,830.00","1,386.00",0.14,,,,,,,,,,,,
,,2013 - 2014,"3,960.00","1,394.00",0.35,,,,,,,,,,,,
,,2014 - 2015,"5,294.00","3,857.00",0.73,,,,,,,,,,,,
,,2015 - 2016,"5,962.00",948,0.16,,,,,,,,,,,,
,,2016 - 2017,"6,608.00",461,0.07,,,,,,,,,,,,
,,2017 - 2018,"3,581.00",471,0.13,,,,,,,,,,,,
,,2018 - 2019,"4,745.00",111,0.02,,,,,,,,,,,,
,,2019 - 2020,"9,519.00","3,924.00",0.41,,,,,,,,,,,,
,,2020 - 2021,"5,448.00","2,509.00",0.46,,,,,,,,,,,,
,,2021 - 2022,"2,951.00",306,0.1,,,,,,,,,,,,
,,2022 - 2023,"3,712.00","3,076.00",0.83,,,,,,,,,,,,
,6. Bharatpur,2000 - 2001,"47,094.00","45,611.00",0.97,,,,,,,,,,,,
,,2001 - 2002,"39,998.00","22,006.00",0.55,,,,,,,,,,,,
,,2002 - 2003,"47,074.00","15,411.00",0.33,,,,,,,,,,,,
,,2003 - 2004,"48,898.00","34,389.00",0.7,,,,,,,,,,,,
,,2004 - 2005,"45,208.00","22,024.00",0.49,,,,,,,,,,,,
,,2005 - 2006,"50,263.00","28,448.00",0.57,,,,,,,,,,,,
,,2006 - 2007,"52,943.00","32,932.00",0.62,,,,,,,,,,,,
,,2007 - 2008,"52,097.00","40,932.00",0.79,,,,,,,,,,,,
,,2008 - 2009,"42,653.00","28,748.00",0.67,,,,,,,,,,,,
,,2009 - 2010,"60,691.00","33,549.00",0.55,,,,,,,,,,,,
,,2010 - 2011,"54,932.00","34,170.00",0.62,,,,,,,,,,,,
,,2011 - 2012,"51,814.00","44,087.00",0.85,,,,,,,,,,,,
,,2012 - 2013,"49,303.00","36,496.00",0.74,,,,,,,,,,,,
,,2013 - 2014,"46,852.00","41,720.00",0.89,,,,,,,,,,,,
,,2014 - 2015,"46,113.00","49,930.00",1.08,,,,,,,,,,,,
,,2015 - 2016,"50,496.00","56,019.00",1.11,,,,,,,,,,,,
,,2016 - 2017,"49,910.00","34,802.00",0.7,,,,,,,,,,,,
,,2017 - 2018,"50,276.00","28,622.00",0.57,,,,,,,,,,,,
,,2018 - 2019,"50,787.00","43,616.00",0.86,,,,,,,,,,,,
,,2019 - 2020,"47,525.00","51,971.00",1.09,,,,,,,,,,,,
,,2020 - 2021,"36,296.00","44,692.00",1.23,,,,,,,,,,,,
,,2021 - 2022,"32,695.00","37,602.00",1.15,,,,,,,,,,,,
,,2022 - 2023,"52,925.00","51,537.00",0.97,,,,,,,,,,,,
,7. Bhilwara,2000 - 2001,"36,069.00","5,060.00",0.14,,,,,,,,,,,,
,,2001 - 2002,"39,185.00","16,960.00",0.43,,,,,,,,,,,,
,,2002 - 2003,"38,232.00",471,0.01,,,,,,,,,,,,
,,2003 - 2004,"44,780.00","28,596.00",0.64,,,,,,,,,,,,
,,2004 - 2005,"38,671.00","17,181.00",0.44,,,,,,,,,,,,
,,2005 - 2006,"38,176.00","5,071.00",0.13,,,,,,,,,,,,
,,2006 - 2007,"37,990.00","33,451.00",0.88,,,,,,,,,,,,
,,2007 - 2008,"30,933.00","19,121.00",0.62,,,,,,,,,,,,
,,2008 - 2009,"28,223.00","11,891.00",0.42,,,,,,,,,,,,
,,2009 - 2010,"40,080.00","4,870.00",0.12,,,,,,,,,,,,
,,2010 - 2011,"54,236.00","34,793.00",0.64,,,,,,,,,,,,
,,2011 - 2012,"36,746.00","27,861.00",0.76,,,,,,,,,,,,
,,2012 - 2013,"35,308.00","53,613.00",1.52,,,,,,,,,,,,
,,2013 - 2014,"33,025.00","29,176.00",0.88,,,,,,,,,,,,
,,2014 - 2015,"32,327.00","30,270.00",0.94,,,,,,,,,,,,
,,2015 - 2016,"43,047.00","12,081.00",0.28,,,,,,,,,,,,
,,2016 - 2017,"45,152.00","35,496.00",0.79,,,,,,,,,,,,
,,2017 - 2018,"40,352.00","40,373.00",1,,,,,,,,,,,,
,,2018 - 2019,"55,400.00","74,450.00",1.34,,,,,,,,,,,,
,,2019 - 2020,"68,598.00","64,435.00",0.94,,,,,,,,,,,,
,,2020 - 2021,"61,682.00","1,10,315.00",1.79,,,,,,,,,,,,
,,2021 - 2022,"66,495.00","98,445.00",1.48,,,,,,,,,,,,
,,2022 - 2023,"77,087.00","1,15,274.00",1.5,,,,,,,,,,,,
,8. Bikaner,2000 - 2001,"1,210.00",242,0.2,,,,,,,,,,,,
,,2001 - 2002,959,397,0.41,,,,,,,,,,,,
,,2002 - 2003,88,11,0.13,,,,,,,,,,,,
,,2003 - 2004,"1,998.00","1,426.00",0.71,,,,,,,,,,,,
,,2004 - 2005,488,227,0.47,,,,,,,,,,,,
,,2005 - 2006,991,286,0.29,,,,,,,,,,,,
,,2006 - 2007,529,294,0.56,,,,,,,,,,,,
,,2007 - 2008,782,494,0.63,,,,,,,,,,,,
,,2008 - 2009,"1,640.00",947,0.58,,,,,,,,,,,,
,,2009 - 2010,611,89,0.15,,,,,,,,,,,,
,,2010 - 2011,574,402,0.7,,,,,,,,,,,,
,,2011 - 2012,826,612,0.74,,,,,,,,,,,,
,,2012 - 2013,332,205,0.62,,,,,,,,,,,,
,,2013 - 2014,194,119,0.61,,,,,,,,,,,,
,,2014 - 2015,293,224,0.76,,,,,,,,,,,,
,,2015 - 2016,358,195,0.54,,,,,,,,,,,,
,,2016 - 2017,41,25,0.61,,,,,,,,,,,,
,,2017 - 2018,"2,052.00","1,196.00",0.58,,,,,,,,,,,,
,,2018 - 2019,428,356,0.83,,,,,,,,,,,,
,,2019 - 2020,215,152,0.71,,,,,,,,,,,,
,,2020 - 2021,71,52,0.73,,,,,,,,,,,,
,,2021 - 2022,85,58,0.68,,,,,,,,,,,,
,,2022 - 2023,143,101,0.71,,,,,,,,,,,,
,9. Bundi,2000 - 2001,"6,444.00","3,187.00",0.49,,,,,,,,,,,,
,,2001 - 2002,"6,023.00","3,978.00",0.66,,,,,,,,,,,,
,,2002 - 2003,"3,901.00",276,0.07,,,,,,,,,,,,
,,2003 - 2004,"7,572.00","11,137.00",1.47,,,,,,,,,,,,
,,2004 - 2005,"1,113.00",749,0.67,,,,,,,,,,,,
,,2005 - 2006,"4,065.00","4,610.00",1.13,,,,,,,,,,,,
,,2006 - 2007,"1,309.00",871,0.67,,,,,,,,,,,,
,,2007 - 2008,"2,789.00","2,867.00",1.03,,,,,,,,,,,,
,,2008 - 2009,"1,156.00",972,0.84,,,,,,,,,,,,
,,2009 - 2010,"1,567.00",190,0.12,,,,,,,,,,,,
,,2010 - 2011,669,468,0.7,,,,,,,,,,,,
,,2011 - 2012,142,105,0.74,,,,,,,,,,,,
,,2012 - 2013,99,104,1.05,,,,,,,,,,,,
,,2013 - 2014,68,42,0.62,,,,,,,,,,,,
,,2014 - 2015,68,52,0.76,,,,,,,,,,,,
,,2015 - 2016,97,53,0.55,,,,,,,,,,,,
,,2016 - 2017,167,101,0.6,,,,,,,,,,,,
,,2017 - 2018,99,58,0.59,,,,,,,,,,,,
,,2018 - 2019,120,100,0.83,,,,,,,,,,,,
,,2019 - 2020,"1,006.00",714,0.71,,,,,,,,,,,,
,,2020 - 2021,315,332,1.05,,,,,,,,,,,,
,,2021 - 2022,206,178,0.86,,,,,,,,,,,,
,,2022 - 2023,334,297,0.89,,,,,,,,,,,,
,10. Chittorgarh,2000 - 2001,"13,690.00","6,668.00",0.49,,,,,,,,,,,,
,,2001 - 2002,"17,452.00","11,411.00",0.65,,,,,,,,,,,,
,,2002 - 2003,"15,896.00","7,154.00",0.45,,,,,,,,,,,,
,,2003 - 2004,"21,742.00","8,946.00",0.41,,,,,,,,,,,,
,,2004 - 2005,"12,902.00","8,304.00",0.64,,,,,,,,,,,,
,,2005 - 2006,"12,032.00","8,168.00",0.68,,,,,,,,,,,,
,,2006 - 2007,"10,294.00","7,939.00",0.77,,,,,,,,,,,,
,,2007 - 2008,"9,429.00","8,750.00",0.93,,,,,,,,,,,,
,,2008 - 2009,"7,484.00","6,012.00",0.8,,,,,,,,,,,,
,,2009 - 2010,"7,646.00","4,774.00",0.62,,,,,,,,,,,,
,,2010 - 2011,"9,045.00","5,869.00",0.65,,,,,,,,,,,,
,,2011 - 2012,"8,402.00","8,608.00",1.02,,,,,,,,,,,,
,,2012 - 2013,"10,318.00","10,950.00",1.06,,,,,,,,,,,,
,,2013 - 2014,"10,456.00","10,051.00",0.96,,,,,,,,,,,,
,,2014 - 2015,"10,359.00","13,620.00",1.31,,,,,,,,,,,,
,,2015 - 2016,"12,299.00","14,046.00",1.14,,,,,,,,,,,,
,,2016 - 2017,"13,693.00","12,452.00",0.91,,,,,,,,,,,,
,,2017 - 2018,"13,326.00","14,430.00",1.08,,,,,,,,,,,,
,,2018 - 2019,"15,338.00","22,267.00",1.45,,,,,,,,,,,,
,,2019 - 2020,"17,322.00","16,060.00",0.93,,,,,,,,,,,,
,,2020 - 2021,"20,638.00","48,311.00",2.34,,,,,,,,,,,,
,,2021 - 2022,"23,735.00","29,631.00",1.25,,,,,,,,,,,,
,,2022 - 2023,"19,737.00","51,948.00",2.63,,,,,,,,,,,,
,11. Churu,2000 - 2001,148,30,0.2,,,,,,,,,,,,
,,2001 - 2002,10,4,0.4,,,,,,,,,,,,
,,2002 - 2003,5,1,0.2,,,,,,,,,,,,
,,2003 - 2004,3,2,0.67,,,,,,,,,,,,
,,2004 - 2005,3,1,0.33,,,,,,,,,,,,
,,2005 - 2006,3,1,0.33,,,,,,,,,,,,
,,2006 - 2007,2,1,0.5,,,,,,,,,,,,
,,2008 - 2009,5,3,0.6,,,,,,,,,,,,
,,2009 - 2010,7,1,0.14,,,,,,,,,,,,
,,2010 - 2011,3,2,0.67,,,,,,,,,,,,
,,2011 - 2012,4,3,0.75,,,,,,,,,,,,
,,2012 - 2013,31,19,0.61,,,,,,,,,,,,
,,2013 - 2014,26,16,0.62,,,,,,,,,,,,
,,2016 - 2017,1,1,1,,,,,,,,,,,,
,,2017 - 2018,5,3,0.6,,,,,,,,,,,,
,,2019 - 2020,21,15,0.71,,,,,,,,,,,,
,,2020 - 2021,7,7,1,,,,,,,,,,,,
,,2021 - 2022,3,3,1,,,,,,,,,,,,
,12. Dausa,2000 - 2001,"6,395.00","1,276.00",0.2,,,,,,,,,,,,
,,2001 - 2002,"7,642.00","3,163.00",0.41,,,,,,,,,,,,
,,2002 - 2003,"7,157.00",499,0.07,,,,,,,,,,,,
,,2003 - 2004,"7,857.00","6,868.00",0.87,,,,,,,,,,,,
,,2004 - 2005,"6,589.00","5,998.00",0.91,,,,,,,,,,,,
,,2005 - 2006,"6,169.00","3,644.00",0.59,,,,,,,,,,,,
,,2006 - 2007,"6,787.00","7,770.00",1.14,,,,,,,,,,,,
,,2007 - 2008,"7,729.00","9,597.00",1.24,,,,,,,,,,,,
,,2008 - 2009,"6,089.00","5,478.00",0.9,,,,,,,,,,,,
,,2009 - 2010,"9,407.00","5,074.00",0.54,,,,,,,,,,,,
,,2010 - 2011,"7,479.00","3,147.00",0.42,,,,,,,,,,,,
,,2011 - 2012,"6,198.00","4,770.00",0.77,,,,,,,,,,,,
,,2012 - 2013,"5,099.00","4,718.00",0.93,,,,,,,,,,,,
,,2013 - 2014,"5,655.00","4,397.00",0.78,,,,,,,,,,,,
,,2014 - 2015,"5,796.00","6,760.00",1.17,,,,,,,,,,,,
,,2015 - 2016,"6,132.00","4,391.00",0.72,,,,,,,,,,,,
,,2016 - 2017,"4,966.00","3,913.00",0.79,,,,,,,,,,,,
,,2017 - 2018,"4,453.00","3,408.00",0.77,,,,,,,,,,,,
,,2018 - 2019,"4,021.00","3,616.00",0.9,,,,,,,,,,,,
,,2019 - 2020,"4,382.00","3,948.00",0.9,,,,,,,,,,,,
,,2020 - 2021,"3,454.00","2,441.00",0.71,,,,,,,,,,,,
,,2021 - 2022,"3,329.00","4,013.00",1.21,,,,,,,,,,,,
,,2022 - 2023,"4,561.00","6,282.00",1.38,,,,,,,,,,,,
,13. Dholpur,2000 - 2001,598,119,0.2,,,,,,,,,,,,
,,2001 - 2002,495,205,0.41,,,,,,,,,,,,
,,2002 - 2003,206,27,0.13,,,,,,,,,,,,
,,2003 - 2004,244,174,0.71,,,,,,,,,,,,
,,2004 - 2005,162,75,0.46,,,,,,,,,,,,
,,2005 - 2006,336,96,0.29,,,,,,,,,,,,
,,2006 - 2007,78,43,0.55,,,,,,,,,,,,
,,2007 - 2008,85,54,0.64,,,,,,,,,,,,
,,2008 - 2009,89,51,0.57,,,,,,,,,,,,
,,2009 - 2010,119,17,0.14,,,,,,,,,,,,
,,2010 - 2011,42,29,0.69,,,,,,,,,,,,
,,2011 - 2012,137,101,0.74,,,,,,,,,,,,
,,2012 - 2013,148,91,0.61,,,,,,,,,,,,
,,2013 - 2014,134,82,0.61,,,,,,,,,,,,
,,2014 - 2015,332,253,0.76,,,,,,,,,,,,
,,2015 - 2016,124,68,0.55,,,,,,,,,,,,
,,2016 - 2017,287,173,0.6,,,,,,,,,,,,
,,2017 - 2018,315,184,0.58,,,,,,,,,,,,
,,2018 - 2019,429,357,0.83,,,,,,,,,,,,
,,2019 - 2020,260,184,0.71,,,,,,,,,,,,
,,2020 - 2021,243,256,1.05,,,,,,,,,,,,
,,2021 - 2022,46,40,0.87,,,,,,,,,,,,
,,2022 - 2023,30,27,0.9,,,,,,,,,,,,
,14. Dungarpur,2000 - 2001,874,174,0.2,,,,,,,,,,,,
,,2001 - 2002,984,407,0.41,,,,,,,,,,,,
,,2002 - 2003,"1,058.00",136,0.13,,,,,,,,,,,,
,,2003 - 2004,782,558,0.71,,,,,,,,,,,,
,,2004 - 2005,797,370,0.46,,,,,,,,,,,,
,,2005 - 2006,804,230,0.29,,,,,,,,,,,,
,,2006 - 2007,795,442,0.56,,,,,,,,,,,,
,,2007 - 2008,801,508,0.63,,,,,,,,,,,,
,,2008 - 2009,776,450,0.58,,,,,,,,,,,,
,,2009 - 2010,556,81,0.15,,,,,,,,,,,,
,,2010 - 2011,643,450,0.7,,,,,,,,,,,,
,,2011 - 2012,549,407,0.74,,,,,,,,,,,,
,,2012 - 2013,388,240,0.62,,,,,,,,,,,,
,,2013 - 2014,464,286,0.62,,,,,,,,,,,,
,,2014 - 2015,399,304,0.76,,,,,,,,,,,,
,,2015 - 2016,254,139,0.55,,,,,,,,,,,,
,,2016 - 2017,200,121,0.61,,,,,,,,,,,,
,,2017 - 2018,228,133,0.58,,,,,,,,,,,,
,,2018 - 2019,248,206,0.83,,,,,,,,,,,,
,,2019 - 2020,211,150,0.71,,,,,,,,,,,,
,,2020 - 2021,178,188,1.06,,,,,,,,,,,,
,,2021 - 2022,148,128,0.86,,,,,,,,,,,,
,,2022 - 2023,60,54,0.9,,,,,,,,,,,,
,15. Ganganagar,2000 - 2001,196,39,0.2,,,,,,,,,,,,
,,2001 - 2002,78,32,0.41,,,,,,,,,,,,
,,2002 - 2003,7,1,0.14,,,,,,,,,,,,
,,2003 - 2004,113,81,0.72,,,,,,,,,,,,
,,2004 - 2005,25,12,0.48,,,,,,,,,,,,
,,2005 - 2006,108,31,0.29,,,,,,,,,,,,
,,2006 - 2007,29,16,0.55,,,,,,,,,,,,
,,2007 - 2008,2,1,0.5,,,,,,,,,,,,
,,2008 - 2009,34,20,0.59,,,,,,,,,,,,
,,2009 - 2010,69,10,0.14,,,,,,,,,,,,
,,2011 - 2012,24,18,0.75,,,,,,,,,,,,
,,2012 - 2013,61,38,0.62,,,,,,,,,,,,
,,2013 - 2014,76,47,0.62,,,,,,,,,,,,
,,2014 - 2015,54,41,0.76,,,,,,,,,,,,
,,2015 - 2016,15,8,0.53,,,,,,,,,,,,
,,2016 - 2017,214,129,0.6,,,,,,,,,,,,
,,2017 - 2018,24,14,0.58,,,,,,,,,,,,
,,2018 - 2019,"1,527.00","1,271.00",0.83,,,,,,,,,,,,
,,2019 - 2020,129,92,0.71,,,,,,,,,,,,
,,2020 - 2021,139,147,1.06,,,,,,,,,,,,
,,2021 - 2022,"1,592.00","1,376.00",0.86,,,,,,,,,,,,
,,2022 - 2023,177,158,0.89,,,,,,,,,,,,
,16. Hanumangarh,2000 - 2001,9,2,0.22,,,,,,,,,,,,
,,2001 - 2002,148,61,0.41,,,,,,,,,,,,
,,2002 - 2003,21,3,0.14,,,,,,,,,,,,
,,2003 - 2004,51,36,0.71,,,,,,,,,,,,
,,2004 - 2005,57,26,0.46,,,,,,,,,,,,
,,2005 - 2006,1,,0,,,,,,,,,,,,
,,2006 - 2007,6,3,0.5,,,,,,,,,,,,
,,2007 - 2008,3,2,0.67,,,,,,,,,,,,
,,2009 - 2010,459,67,0.15,,,,,,,,,,,,
,,2011 - 2012,10,7,0.7,,,,,,,,,,,,
,,2012 - 2013,61,38,0.62,,,,,,,,,,,,
,,2013 - 2014,49,30,0.61,,,,,,,,,,,,
,,2014 - 2015,17,13,0.76,,,,,,,,,,,,
,,2015 - 2016,177,97,0.55,,,,,,,,,,,,
,,2016 - 2017,21,13,0.62,,,,,,,,,,,,
,,2017 - 2018,339,198,0.58,,,,,,,,,,,,
,,2018 - 2019,21,18,0.86,,,,,,,,,,,,
,,2020 - 2021,4,4,1,,,,,,,,,,,,
,,2021 - 2022,531,459,0.86,,,,,,,,,,,,
,,2022 - 2023,74,66,0.89,,,,,,,,,,,,
,17. Jaipur,2000 - 2001,"24,305.00",965,0.04,,,,,,,,,,,,
,,2001 - 2002,"30,288.00","8,057.00",0.27,,,,,,,,,,,,
,,2002 - 2003,"26,788.00","1,435.00",0.05,,,,,,,,,,,,
,,2003 - 2004,"34,331.00","32,498.00",0.95,,,,,,,,,,,,
,,2004 - 2005,"25,141.00","9,153.00",0.36,,,,,,,,,,,,
,,2005 - 2006,"32,790.00","5,125.00",0.16,,,,,,,,,,,,
,,2006 - 2007,"40,889.00","8,956.00",0.22,,,,,,,,,,,,
,,2007 - 2008,"40,633.00","22,206.00",0.55,,,,,,,,,,,,
,,2008 - 2009,"40,601.00","36,892.00",0.91,,,,,,,,,,,,
,,2009 - 2010,"37,535.00","1,637.00",0.04,,,,,,,,,,,,
,,2010 - 2011,"39,817.00","26,210.00",0.66,,,,,,,,,,,,
,,2011 - 2012,"25,983.00","16,091.00",0.62,,,,,,,,,,,,
,,2012 - 2013,"27,432.00","14,628.00",0.53,,,,,,,,,,,,
,,2013 - 2014,"31,100.00","34,025.00",1.09,,,,,,,,,,,,
,,2014 - 2015,"40,478.00","23,175.00",0.57,,,,,,,,,,,,
,,2015 - 2016,"40,345.00","18,225.00",0.45,,,,,,,,,,,,
,,2016 - 2017,"37,226.00","23,197.00",0.62,,,,,,,,,,,,
,,2017 - 2018,"32,692.00","12,589.00",0.39,,,,,,,,,,,,
,,2018 - 2019,"34,461.00","30,898.00",0.9,,,,,,,,,,,,
,,2019 - 2020,"34,373.00","36,427.00",1.06,,,,,,,,,,,,
,,2020 - 2021,"31,370.00","32,131.00",1.02,,,,,,,,,,,,
,,2021 - 2022,"34,718.00","30,181.00",0.87,,,,,,,,,,,,
