state,district,year,onion_rabi_yield_tonne_per_hectare
,,2019 - 2020,11.1
,,2020 - 2021,12.73
,,2021 - 2022,16.22
,,2022 - 2023,16.11
,Kanpur dehat,2003 - 2004,14.35
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,19.18
,,2007 - 2008,13.97
,,2008 - 2009,11.72
,,2009 - 2010,17.17
,,2010 - 2011,18.41
,,2011 - 2012,22.88
,,2012 - 2013,23.0
,,2013 - 2014,20.34
,,2014 - 2015,15.3
,,2015 - 2016,11.76
,,2016 - 2017,13.93
,,2017 - 2018,15.03
,,2018 - 2019,15.48
,,2019 - 2020,11.1
,,2020 - 2021,12.73
,,2021 - 2022,16.22
,,2022 - 2023,16.11
,Kanpur nagar,2002 - 2003,10.32
,,2003 - 2004,14.35
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,19.19
,,2007 - 2008,13.97
,,2008 - 2009,11.72
,,2009 - 2010,17.17
,,2010 - 2011,18.41
,,2011 - 2012,22.87
,,2012 - 2013,23.0
,,2013 - 2014,20.34
,,2014 - 2015,15.3
,,2015 - 2016,11.76
,,2016 - 2017,13.93
,,2017 - 2018,15.03
,,2018 - 2019,15.48
,,2019 - 2020,11.1
,,2020 - 2021,12.73
,,2021 - 2022,16.23
,,2022 - 2023,16.11
,Kasganj,2009 - 2010,17.17
,,2010 - 2011,18.41
,,2011 - 2012,22.87
,,2012 - 2013,23.0
,,2013 - 2014,20.34
,,2014 - 2015,15.3
,,2015 - 2016,11.76
,,2016 - 2017,13.92
,,2017 - 2018,14.61
,,2018 - 2019,15.48
,,2019 - 2020,14.26
,,2020 - 2021,14.99
,,2021 - 2022,16.22
,,2022 - 2023,15.44
,Kaushambi,2002 - 2003,10.32
,,2003 - 2004,14.35
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,19.19
,,2007 - 2008,13.97
,,2008 - 2009,11.72
,,2009 - 2010,18.71
,,2010 - 2011,18.41
,,2011 - 2012,22.88
,,2012 - 2013,23.0
,,2013 - 2014,20.34
,,2014 - 2015,15.3
,,2015 - 2016,11.76
,,2016 - 2017,13.93
,,2017 - 2018,15.31
,,2018 - 2019,12.9
,,2019 - 2020,12.86
,,2020 - 2021,12.83
,,2021 - 2022,14.71
,,2022 - 2023,14.5
,Kheri,2002 - 2003,10.32
,,2003 - 2004,14.34
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,19.18
,,2007 - 2008,13.97
,,2008 - 2009,11.73
,,2009 - 2010,12.95
,,2010 - 2011,18.41
,,2011 - 2012,22.88
,,2012 - 2013,23.0
,,2013 - 2014,20.36
,,2014 - 2015,15.31
,,2015 - 2016,11.74
,,2016 - 2017,13.94
,,2017 - 2018,13.43
,,2018 - 2019,15.35
,,2019 - 2020,15.31
,,2020 - 2021,15.0
,,2021 - 2022,16.23
,,2022 - 2023,15.44
,Kushi nagar,2002 - 2003,10.33
,,2003 - 2004,14.35
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,19.17
,,2007 - 2008,13.95
,,2008 - 2009,11.71
,,2009 - 2010,17.18
,,2010 - 2011,18.39
,,2011 - 2012,22.87
,,2012 - 2013,23.0
,,2013 - 2014,20.34
,,2014 - 2015,15.31
,,2015 - 2016,11.76
,,2016 - 2017,13.93
,,2017 - 2018,14.61
,,2018 - 2019,15.48
,,2019 - 2020,14.26
,,2020 - 2021,14.98
,,2021 - 2022,16.23
,,2022 - 2023,15.45
,Lalitpur,2002 - 2003,10.32
,,2003 - 2004,14.36
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,19.18
,,2007 - 2008,13.97
,,2008 - 2009,11.72
,,2009 - 2010,17.17
,,2010 - 2011,18.41
,,2011 - 2012,22.88
,,2012 - 2013,23.01
,,2013 - 2014,20.34
,,2014 - 2015,15.3
,,2015 - 2016,11.77
,,2016 - 2017,13.93
,,2017 - 2018,14.61
,,2018 - 2019,15.48
,,2019 - 2020,14.26
,,2020 - 2021,14.99
,,2021 - 2022,16.22
,,2022 - 2023,15.45
,Lucknow,2002 - 2003,10.32
,,2003 - 2004,14.36
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,19.18
,,2007 - 2008,13.98
,,2008 - 2009,11.71
,,2009 - 2010,13.0
,,2010 - 2011,18.4
,,2011 - 2012,22.87
,,2012 - 2013,23.0
,,2013 - 2014,20.34
,,2014 - 2015,15.26
,,2015 - 2016,11.76
,,2016 - 2017,13.94
,,2017 - 2018,13.46
,,2018 - 2019,15.35
,,2019 - 2020,15.3
,,2020 - 2021,14.99
,,2021 - 2022,16.23
,,2022 - 2023,15.44
,Maharajganj,2002 - 2003,10.3
,,2003 - 2004,14.37
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,19.17
,,2007 - 2008,14.0
,,2008 - 2009,11.73
,,2009 - 2010,17.17
,,2010 - 2011,18.45
,,2011 - 2012,22.88
,,2012 - 2013,23.0
,,2013 - 2014,20.34
,,2014 - 2015,15.29
,,2015 - 2016,11.78
,,2016 - 2017,13.94
,,2017 - 2018,14.61
,,2018 - 2019,15.48
,,2019 - 2020,14.25
,,2020 - 2021,15.0
,,2021 - 2022,16.21
,,2022 - 2023,15.45
,Mahoba,2002 - 2003,10.32
,,2003 - 2004,14.35
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,19.18
,,2007 - 2008,14.0
,,2008 - 2009,11.72
,,2009 - 2010,17.17
,,2010 - 2011,18.41
,,2011 - 2012,22.89
,,2012 - 2013,23.0
,,2013 - 2014,20.36
,,2014 - 2015,15.3
,,2015 - 2016,11.77
,,2016 - 2017,13.93
,,2017 - 2018,14.6
,,2018 - 2019,15.48
,,2019 - 2020,14.26
,,2020 - 2021,15.0
,,2021 - 2022,16.23
,,2022 - 2023,15.42
,Mainpuri,2002 - 2003,10.32
,,2003 - 2004,14.35
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,19.18
,,2007 - 2008,13.98
,,2008 - 2009,11.72
,,2009 - 2010,17.17
,,2010 - 2011,18.41
,,2011 - 2012,22.87
,,2012 - 2013,23.0
,,2013 - 2014,20.34
,,2014 - 2015,15.3
,,2015 - 2016,11.76
,,2016 - 2017,13.93
,,2017 - 2018,14.61
,,2018 - 2019,15.48
,,2019 - 2020,14.26
,,2020 - 2021,14.99
,,2021 - 2022,16.22
,,2022 - 2023,15.45
,Mathura,2002 - 2003,10.25
,,2003 - 2004,14.33
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,19.2
,,2007 - 2008,13.92
,,2008 - 2009,11.83
,,2009 - 2010,17.18
,,2010 - 2011,18.33
,,2011 - 2012,22.75
,,2012 - 2013,23.0
,,2013 - 2014,20.33
,,2014 - 2015,15.0
,,2015 - 2016,11.8
,,2016 - 2017,
,,2017 - 2018,14.67
,,2018 - 2019,15.5
,,2019 - 2020,14.24
,,2020 - 2021,15.0
,,2021 - 2022,16.25
,,2022 - 2023,15.4
,Mau,2002 - 2003,10.32
,,2003 - 2004,14.36
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,19.18
,,2007 - 2008,13.97
,,2008 - 2009,11.72
,,2009 - 2010,17.17
,,2010 - 2011,18.41
,,2011 - 2012,22.88
,,2012 - 2013,23.0
,,2013 - 2014,20.34
,,2014 - 2015,15.3
,,2015 - 2016,11.78
,,2016 - 2017,13.93
,,2017 - 2018,14.61
,,2018 - 2019,6.15
,,2019 - 2020,14.26
,,2020 - 2021,14.99
,,2021 - 2022,16.22
,,2022 - 2023,15.44
,Meerut,2002 - 2003,10.33
,,2003 - 2004,14.4
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,19.25
,,2007 - 2008,14.0
,,2008 - 2009,11.72
,,2009 - 2010,17.18
,,2010 - 2011,18.4
,,2011 - 2012,22.87
,,2012 - 2013,23.0
,,2013 - 2014,20.34
,,2014 - 2015,15.29
,,2015 - 2016,11.77
,,2016 - 2017,14.0
,,2017 - 2018,14.57
,,2018 - 2019,15.48
,,2019 - 2020,14.25
,,2020 - 2021,15.0
,,2021 - 2022,16.22
,,2022 - 2023,15.44
,Mirzapur,2002 - 2003,10.32
,,2003 - 2004,14.35
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,19.18
,,2007 - 2008,13.97
,,2008 - 2009,11.72
,,2009 - 2010,16.52
,,2010 - 2011,18.41
,,2011 - 2012,22.87
,,2012 - 2013,23.0
,,2013 - 2014,20.34
,,2014 - 2015,15.3
,,2015 - 2016,11.77
,,2016 - 2017,13.93
,,2017 - 2018,15.16
,,2018 - 2019,19.48
,,2019 - 2020,15.13
,,2020 - 2021,14.99
,,2021 - 2022,15.89
,,2022 - 2023,15.34
,Moradabad,2002 - 2003,10.31
,,2003 - 2004,14.35
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,19.19
,,2007 - 2008,13.97
,,2008 - 2009,11.71
,,2009 - 2010,17.18
,,2010 - 2011,18.41
,,2011 - 2012,22.88
,,2012 - 2013,23.0
,,2013 - 2014,20.33
,,2014 - 2015,15.3
,,2015 - 2016,11.77
,,2016 - 2017,13.91
,,2017 - 2018,14.67
,,2018 - 2019,15.47
,,2019 - 2020,14.27
,,2020 - 2021,15.0
,,2021 - 2022,16.23
,,2022 - 2023,15.43
,Muzaffarnagar,2002 - 2003,
,,2003 - 2004,14.32
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,19.18
,,2007 - 2008,13.98
,,2008 - 2009,11.72
,,2009 - 2010,17.18
,,2010 - 2011,18.41
,,2011 - 2012,22.88
,,2012 - 2013,23.0
,,2013 - 2014,20.35
,,2014 - 2015,15.29
,,2015 - 2016,11.73
,,2016 - 2017,14.0
,,2017 - 2018,14.67
,,2018 - 2019,15.5
,,2019 - 2020,14.3
,,2020 - 2021,15.0
,,2021 - 2022,16.2
,,2022 - 2023,15.43
,Pilibhit,2002 - 2003,10.36
,,2003 - 2004,14.33
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,14.0
,,2008 - 2009,11.71
,,2009 - 2010,17.0
,,2010 - 2011,18.33
,,2011 - 2012,22.87
,,2012 - 2013,23.0
,,2013 - 2014,20.0
,,2014 - 2015,15.2
,,2015 - 2016,11.75
,,2016 - 2017,14.0
,,2017 - 2018,14.59
,,2018 - 2019,15.0
,,2019 - 2020,14.0
,,2020 - 2021,15.0
,,2021 - 2022,16.0
,,2022 - 2023,15.4
,Pratapgarh,2002 - 2003,10.32
,,2003 - 2004,14.35
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,19.18
,,2007 - 2008,13.97
,,2008 - 2009,11.72
,,2009 - 2010,18.72
,,2010 - 2011,18.41
,,2011 - 2012,22.88
,,2012 - 2013,23.0
,,2013 - 2014,20.34
,,2014 - 2015,15.3
,,2015 - 2016,11.77
,,2016 - 2017,13.93
,,2017 - 2018,15.31
,,2018 - 2019,12.9
,,2019 - 2020,12.86
,,2020 - 2021,12.83
,,2021 - 2022,14.71
,,2022 - 2023,14.5
,Rae bareli,2002 - 2003,10.32
,,2003 - 2004,14.35
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,19.18
,,2007 - 2008,13.97
,,2008 - 2009,11.72
,,2009 - 2010,12.95
,,2010 - 2011,18.41
,,2011 - 2012,22.87
,,2012 - 2013,23.0
,,2013 - 2014,20.34
,,2014 - 2015,15.3
,,2015 - 2016,11.76
,,2016 - 2017,13.93
,,2017 - 2018,13.46
,,2018 - 2019,15.35
,,2019 - 2020,15.31
,,2020 - 2021,15.0
,,2021 - 2022,16.22
,,2022 - 2023,15.44
,Rampur,2002 - 2003,10.36
,,2003 - 2004,14.37
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,19.17
,,2007 - 2008,13.93
,,2008 - 2009,11.74
,,2009 - 2010,17.2
,,2010 - 2011,18.4
,,2011 - 2012,22.87
,,2012 - 2013,23.0
,,2013 - 2014,20.34
,,2014 - 2015,15.33
,,2015 - 2016,11.78
,,2016 - 2017,14.0
,,2017 - 2018,14.61
,,2018 - 2019,15.47
,,2019 - 2020,14.24
,,2020 - 2021,15.0
,,2021 - 2022,
,,2022 - 2023,15.45
,Saharanpur,2002 - 2003,
,,2003 - 2004,14.36
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,19.19
,,2007 - 2008,13.96
,,2008 - 2009,11.75
,,2009 - 2010,17.18
,,2010 - 2011,18.39
,,2011 - 2012,22.88
,,2012 - 2013,23.0
,,2013 - 2014,20.33
,,2014 - 2015,15.28
,,2015 - 2016,11.77
,,2016 - 2017,13.93
,,2017 - 2018,14.61
,,2018 - 2019,15.48
,,2019 - 2020,14.26
,,2020 - 2021,15.0
,,2021 - 2022,16.22
,,2022 - 2023,15.45
,Sambhal,2012 - 2013,23.0
,,2013 - 2014,20.34
,,2014 - 2015,15.3
,,2015 - 2016,11.76
,,2016 - 2017,13.93
,,2017 - 2018,14.61
,,2018 - 2019,15.48
,,2019 - 2020,14.26
,,2020 - 2021,14.98
,,2021 - 2022,16.23
,,2022 - 2023,15.44
,Sant kabeer nagar,2002 - 2003,10.25
,,2003 - 2004,14.33
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,19.25
,,2007 - 2008,14.0
,,2008 - 2009,11.72
,,2009 - 2010,17.0
,,2010 - 2011,18.38
,,2011 - 2012,22.8
,,2012 - 2013,23.0
,,2013 - 2014,20.32
,,2014 - 2015,15.5
,,2015 - 2016,11.8
,,2016 - 2017,13.92
,,2017 - 2018,14.59
,,2018 - 2019,15.46
,,2019 - 2020,14.25
,,2020 - 2021,15.0
,,2021 - 2022,16.25
,,2022 - 2023,15.44
,Sant ravidas nagar,2002 - 2003,10.5
,,2003 - 2004,14.5
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,19.0
,,2007 - 2008,14.0
,,2008 - 2009,11.5
,,2009 - 2010,16.5
,,2010 - 2011,18.33
,,2011 - 2012,23.0
,,2012 - 2013,23.0
,,2013 - 2014,20.31
,,2014 - 2015,15.0
,,2015 - 2016,12.0
,,2016 - 2017,13.91
,,2017 - 2018,15.19
,,2018 - 2019,19.5
,,2019 - 2020,15.11
,,2020 - 2021,15.0
,,2021 - 2022,15.8
,,2022 - 2023,15.33
,Shahjahanpur,2002 - 2003,10.32
,,2003 - 2004,14.35
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,19.18
,,2007 - 2008,13.97
,,2008 - 2009,11.72
,,2009 - 2010,17.17
,,2010 - 2011,18.41
,,2011 - 2012,22.88
,,2012 - 2013,23.0
,,2013 - 2014,20.34
,,2014 - 2015,15.3
,,2015 - 2016,11.76
,,2016 - 2017,13.93
,,2017 - 2018,14.61
,,2018 - 2019,15.48
,,2019 - 2020,14.26
,,2020 - 2021,14.99
,,2021 - 2022,16.23
,,2022 - 2023,15.45
,Shamli,2012 - 2013,23.0
,,2013 - 2014,20.34
,,2014 - 2015,15.29
,,2015 - 2016,11.77
,,2016 - 2017,13.93
,,2017 - 2018,14.6
,,2018 - 2019,15.48
,,2019 - 2020,14.26
,,2020 - 2021,15.0
,,2021 - 2022,16.21
,,2022 - 2023,15.45
,Shravasti,2002 - 2003,10.31
,,2003 - 2004,14.35
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,19.17
,,2007 - 2008,13.94
,,2008 - 2009,11.72
,,2009 - 2010,17.17
,,2010 - 2011,18.42
,,2011 - 2012,22.88
,,2012 - 2013,23.0
,,2013 - 2014,20.34
,,2014 - 2015,15.32
,,2015 - 2016,11.75
,,2016 - 2017,13.92
,,2017 - 2018,14.61
,,2018 - 2019,15.45
,,2019 - 2020,14.29
,,2020 - 2021,15.0
,,2021 - 2022,16.23
,,2022 - 2023,15.45
,Siddharth nagar,2002 - 2003,10.32
,,2003 - 2004,14.36
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,19.17
,,2007 - 2008,13.97
,,2008 - 2009,11.72
,,2009 - 2010,17.17
,,2010 - 2011,18.41
,,2011 - 2012,22.88
,,2012 - 2013,23.01
,,2013 - 2014,20.34
,,2014 - 2015,15.3
,,2015 - 2016,11.75
,,2016 - 2017,13.93
,,2017 - 2018,14.61
,,2018 - 2019,15.48
,,2019 - 2020,14.26
,,2020 - 2021,14.99
,,2021 - 2022,16.22
,,2022 - 2023,15.44
,Sitapur,2002 - 2003,10.33
,,2003 - 2004,14.36
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,19.19
,,2007 - 2008,13.97
,,2008 - 2009,11.72
,,2009 - 2010,12.97
,,2010 - 2011,18.42
,,2011 - 2012,22.88
,,2012 - 2013,23.0
,,2013 - 2014,20.34
,,2014 - 2015,15.33
,,2015 - 2016,11.8
,,2016 - 2017,13.93
,,2017 - 2018,13.47
,,2018 - 2019,15.35
,,2019 - 2020,15.31
,,2020 - 2021,15.0
,,2021 - 2022,16.24
,,2022 - 2023,15.44
,Sonbhadra,2002 - 2003,10.32
,,2003 - 2004,14.35
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,19.18
,,2007 - 2008,13.97
,,2008 - 2009,11.72
,,2009 - 2010,16.52
,,2010 - 2011,18.41
,,2011 - 2012,22.88
,,2012 - 2013,23.0
,,2013 - 2014,20.34
,,2014 - 2015,15.3
,,2015 - 2016,11.76
,,2016 - 2017,13.93
,,2017 - 2018,15.16
,,2018 - 2019,19.48
,,2019 - 2020,15.13
,,2020 - 2021,14.99
,,2021 - 2022,15.89
,,2022 - 2023,15.34
,Sultanpur,2002 - 2003,10.32
,,2003 - 2004,14.35
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,19.18
,,2007 - 2008,13.97
,,2008 - 2009,11.72
,,2009 - 2010,17.17
,,2010 - 2011,18.41
,,2011 - 2012,22.87
,,2012 - 2013,23.01
,,2013 - 2014,20.34
,,2014 - 2015,15.3
,,2015 - 2016,11.76
,,2016 - 2017,13.93
,,2017 - 2018,14.61
,,2018 - 2019,15.47
,,2019 - 2020,14.26
,,2020 - 2021,14.99
,,2021 - 2022,16.22
,,2022 - 2023,15.44
,Unnao,2002 - 2003,10.32
,,2003 - 2004,14.35
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,19.18
,,2007 - 2008,13.97
,,2008 - 2009,11.72
,,2009 - 2010,12.95
,,2010 - 2011,18.41
,,2011 - 2012,22.88
,,2012 - 2013,23.0
,,2013 - 2014,20.34
,,2014 - 2015,15.3
,,2015 - 2016,11.77
,,2016 - 2017,13.93
,,2017 - 2018,13.46
,,2018 - 2019,15.35
,,2019 - 2020,15.3
,,2020 - 2021,14.99
,,2021 - 2022,16.23
,,2022 - 2023,15.44
,Varanasi,2002 - 2003,10.32
,,2003 - 2004,14.36
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,19.18
,,2007 - 2008,13.98
,,2008 - 2009,11.73
,,2009 - 2010,18.3
,,2010 - 2011,18.41
,,2011 - 2012,22.87
,,2012 - 2013,23.0
,,2013 - 2014,20.34
,,2014 - 2015,15.3
,,2015 - 2016,11.76
,,2016 - 2017,13.94
,,2017 - 2018,12.58
,,2018 - 2019,28.52
,,2019 - 2020,20.96
,,2020 - 2021,21.93
,,2021 - 2022,19.49
,,2022 - 2023,15.45
Uttarakhand,Almora,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Bageshwar,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Chamoli,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Champawat,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Dehradun,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Haridwar,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Nainital,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Pauri garhwal,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Pithoragarh,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Rudra prayag,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Tehri garhwal,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Udam singh nagar,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,10.32
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Uttar kashi,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
