state,district,year,linseed_rabi_yield_tonne_per_hectare
,,2021 - 2022,0.57
,,2022 - 2023,0.5
,Bulandshahr,2017 - 2018,0.6
,,2018 - 2019,0.63
,,2019 - 2020,0.5
,,2020 - 2021,0.5
,Chandauli,2001 - 2002,0.38
,,2002 - 2003,0.2
,,2003 - 2004,0.51
,,2004 - 2005,0.51
,,2005 - 2006,0.36
,,2006 - 2007,0.37
,,2007 - 2008,0.36
,,2008 - 2009,0.3
,,2009 - 2010,0.34
,,2010 - 2011,0.58
,,2011 - 2012,0.44
,,2012 - 2013,0.6
,,2013 - 2014,0.19
,,2014 - 2015,0.58
,,2015 - 2016,0.1
,,2016 - 2017,0.32
,,2017 - 2018,0.86
,,2018 - 2019,0.39
,,2019 - 2020,0.69
,,2020 - 2021,0.56
,,2021 - 2022,0.63
,,2022 - 2023,0.72
,Chitrakoot,2000 - 2001,0.33
,,2001 - 2002,0.4
,,2002 - 2003,0.33
,,2003 - 2004,0.46
,,2004 - 2005,0.43
,,2005 - 2006,0.45
,,2006 - 2007,0.31
,,2007 - 2008,0.15
,,2008 - 2009,0.46
,,2009 - 2010,0.46
,,2010 - 2011,0.46
,,2011 - 2012,0.43
,,2012 - 2013,0.39
,,2013 - 2014,0.3
,,2014 - 2015,0.58
,,2015 - 2016,0.12
,,2016 - 2017,0.6
,,2017 - 2018,0.57
,,2018 - 2019,0.9
,,2019 - 2020,0.7
,,2020 - 2021,0.57
,,2021 - 2022,0.64
,,2022 - 2023,0.66
,Deoria,2000 - 2001,0.1
,,2001 - 2002,0.1
,,2002 - 2003,0.44
,,2003 - 2004,1.0
,,2004 - 2005,0.43
,,2007 - 2008,0.5
,,2011 - 2012,0.33
,,2014 - 2015,0.67
,,2018 - 2019,1.0
,,2020 - 2021,0.5
,Etah,2000 - 2001,0.36
,,2001 - 2002,0.5
,,2007 - 2008,0.5
,,2019 - 2020,0.69
,Etawah,2002 - 2003,0.33
,,2014 - 2015,0.6
,,2015 - 2016,0.2
,Faizabad,2000 - 2001,0.36
,,2001 - 2002,0.42
,,2002 - 2003,0.41
,,2003 - 2004,0.5
,,2004 - 2005,0.44
,,2005 - 2006,0.41
,,2006 - 2007,0.36
,,2007 - 2008,0.24
,,2008 - 2009,0.45
,,2009 - 2010,0.43
,,2010 - 2011,0.5
,,2011 - 2012,0.44
,,2012 - 2013,0.47
,,2013 - 2014,0.4
,,2014 - 2015,0.57
,,2015 - 2016,0.21
,,2016 - 2017,0.55
,,2017 - 2018,0.6
,,2018 - 2019,0.6
,,2019 - 2020,0.69
,,2020 - 2021,0.53
,,2021 - 2022,0.65
,,2022 - 2023,0.73
,Farrukhabad,2018 - 2019,0.63
,Fatehpur,2000 - 2001,0.35
,,2001 - 2002,0.35
,,2002 - 2003,0.46
,,2003 - 2004,0.51
,,2004 - 2005,0.51
,,2005 - 2006,0.45
,,2006 - 2007,0.35
,,2007 - 2008,0.36
,,2008 - 2009,0.31
,,2009 - 2010,0.34
,,2010 - 2011,0.58
,,2011 - 2012,0.44
,,2012 - 2013,0.6
,,2013 - 2014,0.35
,,2014 - 2015,0.58
,,2015 - 2016,0.21
,,2016 - 2017,0.38
,,2017 - 2018,0.86
,,2018 - 2019,0.74
,,2019 - 2020,0.41
,,2020 - 2021,0.43
,,2021 - 2022,0.45
,,2022 - 2023,0.72
,Firozabad,2000 - 2001,0.36
,,2001 - 2002,0.42
,,2002 - 2003,0.43
,,2003 - 2004,0.47
,,2004 - 2005,0.48
,,2005 - 2006,0.4
,,2006 - 2007,0.35
,,2010 - 2011,0.0
,,2013 - 2014,0.0
,Ghaziabad,2013 - 2014,0.4
,,2019 - 2020,0.75
,,2020 - 2021,0.56
,Ghazipur,2000 - 2001,0.43
,,2001 - 2002,0.38
,,2002 - 2003,0.21
,,2003 - 2004,0.51
,,2004 - 2005,0.5
,,2005 - 2006,0.36
,,2006 - 2007,0.4
,,2007 - 2008,0.33
,,2008 - 2009,0.25
,,2017 - 2018,0.82
,,2018 - 2019,0.38
,Gonda,2000 - 2001,0.43
,,2001 - 2002,0.42
,,2002 - 2003,0.44
,,2003 - 2004,0.49
,,2004 - 2005,0.46
,,2005 - 2006,0.42
,,2006 - 2007,0.35
,,2007 - 2008,0.25
,,2008 - 2009,0.43
,,2009 - 2010,0.5
,,2010 - 2011,0.45
,,2011 - 2012,0.45
,,2012 - 2013,0.45
,,2013 - 2014,0.4
,,2014 - 2015,0.59
,,2015 - 2016,0.17
,,2016 - 2017,0.54
,,2017 - 2018,0.59
,,2018 - 2019,0.64
,,2019 - 2020,0.68
,,2020 - 2021,0.57
,,2021 - 2022,0.62
,,2022 - 2023,0.72
,Gorakhpur,2000 - 2001,0.36
,,2001 - 2002,0.42
,,2002 - 2003,0.43
,,2003 - 2004,0.5
,,2004 - 2005,0.47
,,2005 - 2006,0.42
,,2006 - 2007,0.35
,,2007 - 2008,0.25
,,2008 - 2009,0.0
,,2010 - 2011,0.47
,,2011 - 2012,0.45
,,2012 - 2013,0.48
,,2013 - 2014,0.39
,,2014 - 2015,0.58
,,2017 - 2018,0.6
,,2018 - 2019,0.63
,,2019 - 2020,0.71
,,2020 - 2021,0.56
,,2021 - 2022,0.63
,,2022 - 2023,0.71
,Hamirpur,2000 - 2001,0.42
,,2001 - 2002,0.4
,,2002 - 2003,0.55
,,2003 - 2004,0.53
,,2004 - 2005,0.43
,,2005 - 2006,0.44
,,2006 - 2007,0.31
,,2007 - 2008,0.29
,,2008 - 2009,0.4
,,2009 - 2010,0.39
,,2010 - 2011,0.46
,,2011 - 2012,0.43
,,2012 - 2013,0.39
,,2013 - 2014,0.3
,,2014 - 2015,0.58
,,2015 - 2016,0.12
,,2016 - 2017,0.3
,,2017 - 2018,0.65
,,2018 - 2019,0.45
,,2019 - 2020,0.69
,,2020 - 2021,0.62
,,2021 - 2022,0.65
,,2022 - 2023,0.62
,Hardoi,2000 - 2001,0.36
,,2001 - 2002,0.43
,,2002 - 2003,0.41
,,2003 - 2004,0.44
,,2004 - 2005,0.5
,,2005 - 2006,0.5
,,2006 - 2007,0.38
,,2007 - 2008,0.29
,,2008 - 2009,0.44
,,2009 - 2010,0.44
,,2010 - 2011,0.43
,,2011 - 2012,0.47
,,2012 - 2013,0.46
,,2013 - 2014,0.39
,,2017 - 2018,0.67
,,2018 - 2019,0.67
,,2019 - 2020,0.6
,Hathras,2017 - 2018,0.63
,Jalaun,2000 - 2001,0.22
,,2001 - 2002,0.45
,,2002 - 2003,0.58
,,2003 - 2004,0.51
,,2004 - 2005,0.51
,,2005 - 2006,0.42
,,2006 - 2007,0.34
,,2007 - 2008,0.28
,,2008 - 2009,0.57
,,2009 - 2010,0.55
,,2010 - 2011,0.58
,,2011 - 2012,0.44
,,2012 - 2013,0.6
,,2013 - 2014,0.72
,,2014 - 2015,0.58
,,2015 - 2016,0.19
,,2016 - 2017,0.54
,,2017 - 2018,0.61
,,2018 - 2019,0.63
,,2019 - 2020,0.69
,,2020 - 2021,0.56
,,2021 - 2022,0.63
,,2022 - 2023,0.72
,Jaunpur,2000 - 2001,0.42
,,2001 - 2002,0.39
,,2002 - 2003,0.22
,,2003 - 2004,0.5
,,2004 - 2005,0.5
,,2005 - 2006,0.33
,,2006 - 2007,0.0
,,2007 - 2008,0.0
,,2008 - 2009,0.25
,,2009 - 2010,0.25
,,2010 - 2011,0.5
,,2013 - 2014,0.19
,,2015 - 2016,0.0
,,2017 - 2018,0.86
,,2018 - 2019,0.0
,,2020 - 2021,0.5
,Jhansi,2000 - 2001,0.3
,,2001 - 2002,0.47
,,2002 - 2003,0.6
,,2003 - 2004,0.51
,,2004 - 2005,0.51
,,2005 - 2006,0.42
,,2006 - 2007,0.34
,,2007 - 2008,0.28
,,2008 - 2009,0.57
,,2009 - 2010,0.55
,,2010 - 2011,0.58
,,2011 - 2012,0.44
,,2012 - 2013,0.6
,,2013 - 2014,0.72
,,2014 - 2015,0.58
,,2015 - 2016,0.19
,,2016 - 2017,0.54
,,2017 - 2018,0.6
,,2018 - 2019,0.63
,,2019 - 2020,0.69
,,2020 - 2021,0.56
,,2021 - 2022,0.63
,,2022 - 2023,0.72
,Kannauj,2013 - 2014,0.4
,Kanpur dehat,2003 - 2004,0.5
,,2004 - 2005,0.46
,,2005 - 2006,0.43
,,2006 - 2007,0.36
,,2007 - 2008,0.24
,,2008 - 2009,0.46
,,2009 - 2010,0.46
,,2010 - 2011,0.47
,,2011 - 2012,0.42
,,2012 - 2013,0.47
,,2013 - 2014,0.43
,,2014 - 2015,0.5
,,2015 - 2016,0.19
,,2016 - 2017,0.57
,,2017 - 2018,0.59
,,2018 - 2019,0.6
,,2019 - 2020,0.75
,,2020 - 2021,0.6
,,2021 - 2022,0.67
,,2022 - 2023,0.71
,Kanpur nagar,2000 - 2001,0.36
,,2001 - 2002,0.42
,,2002 - 2003,0.43
,,2003 - 2004,0.5
,,2004 - 2005,0.46
,,2005 - 2006,0.41
,,2006 - 2007,0.35
,,2007 - 2008,0.26
,,2008 - 2009,0.45
,,2009 - 2010,0.44
,,2013 - 2014,0.41
,,2014 - 2015,0.5
,,2015 - 2016,0.0
,,2016 - 2017,0.54
,,2017 - 2018,0.6
,,2018 - 2019,0.63
,,2019 - 2020,0.69
,,2020 - 2021,0.56
,,2021 - 2022,0.63
,,2022 - 2023,0.71
,Kasganj,2019 - 2020,0.69
,Kaushambi,2000 - 2001,0.32
,,2001 - 2002,0.4
,,2002 - 2003,0.33
,,2004 - 2005,0.5
,,2006 - 2007,0.36
,,2007 - 2008,0.43
,,2008 - 2009,0.25
,,2009 - 2010,0.0
,,2010 - 2011,0.5
,,2011 - 2012,0.5
,,2012 - 2013,0.6
,,2013 - 2014,0.37
,,2014 - 2015,1.0
,,2015 - 2016,0.29
,,2020 - 2021,0.5
,Kheri,2000 - 2001,0.37
,,2001 - 2002,0.5
,,2002 - 2003,0.45
,,2003 - 2004,0.5
,,2004 - 2005,0.4
,,2005 - 2006,0.4
,,2006 - 2007,0.33
,,2007 - 2008,0.2
,,2008 - 2009,0.44
,,2009 - 2010,0.38
,,2010 - 2011,0.45
,,2014 - 2015,0.58
,,2017 - 2018,1.0
,,2018 - 2019,0.62
,Kushi nagar,2000 - 2001,0.33
,,2001 - 2002,0.5
,,2002 - 2003,0.45
,,2003 - 2004,0.5
,,2004 - 2005,0.4
,,2005 - 2006,0.33
,,2006 - 2007,0.4
,,2008 - 2009,0.5
,,2011 - 2012,0.33
,,2012 - 2013,0.33
,,2013 - 2014,0.42
,,2019 - 2020,0.67
,,2020 - 2021,0.67
,,2021 - 2022,0.67
,,2022 - 2023,0.67
,Lalitpur,2000 - 2001,0.22
,,2001 - 2002,0.46
,,2002 - 2003,0.58
,,2003 - 2004,0.51
,,2004 - 2005,0.51
,,2005 - 2006,0.42
,,2006 - 2007,0.34
,,2007 - 2008,0.28
,,2008 - 2009,0.57
,,2009 - 2010,0.54
,,2010 - 2011,0.56
,,2011 - 2012,0.45
,,2013 - 2014,0.73
,,2015 - 2016,0.0
,,2017 - 2018,0.5
,,2019 - 2020,0.75
,,2020 - 2021,0.56
,,2021 - 2022,0.75
,Lucknow,2000 - 2001,0.36
,,2001 - 2002,0.41
,,2002 - 2003,0.44
,,2003 - 2004,0.5
,,2004 - 2005,0.46
,,2005 - 2006,0.36
,,2006 - 2007,0.36
,,2007 - 2008,0.3
,,2008 - 2009,0.45
,,2009 - 2010,0.46
,,2010 - 2011,0.45
,,2011 - 2012,0.5
,,2012 - 2013,0.33
,,2018 - 2019,1.0
,,2019 - 2020,1.0
,,2020 - 2021,0.57
,,2021 - 2022,1.0
,,2022 - 2023,0.67
,Maharajganj,2000 - 2001,0.36
,,2001 - 2002,0.42
,,2002 - 2003,0.43
,,2003 - 2004,0.49
,,2004 - 2005,0.46
,,2005 - 2006,0.41
,,2006 - 2007,0.35
,,2007 - 2008,0.25
,,2008 - 2009,0.45
,,2009 - 2010,0.44
,,2010 - 2011,0.46
,,2011 - 2012,0.46
,,2012 - 2013,0.45
,,2013 - 2014,0.41
,,2014 - 2015,0.58
,,2015 - 2016,0.19
,,2016 - 2017,0.54
,,2017 - 2018,0.6
,,2018 - 2019,1.0
,,2019 - 2020,0.5
,,2020 - 2021,1.0
,,2021 - 2022,0.67
,,2022 - 2023,0.73
,Mahoba,2000 - 2001,0.31
,,2001 - 2002,0.5
,,2002 - 2003,0.34
,,2003 - 2004,0.53
,,2004 - 2005,0.59
,,2005 - 2006,0.45
,,2006 - 2007,0.34
,,2007 - 2008,0.15
,,2008 - 2009,0.56
,,2009 - 2010,0.53
,,2010 - 2011,0.46
,,2011 - 2012,0.43
,,2012 - 2013,0.39
,,2013 - 2014,0.31
,,2014 - 2015,0.58
,,2015 - 2016,0.12
,,2016 - 2017,0.69
,,2017 - 2018,0.53
,,2018 - 2019,0.84
,,2019 - 2020,0.7
,,2020 - 2021,0.52
,,2021 - 2022,0.6
,,2022 - 2023,0.58
,Mainpuri,2000 - 2001,0.33
,,2003 - 2004,0.0
,,2005 - 2006,1.0
,Mathura,2000 - 2001,0.1
,Mau,2000 - 2001,0.1
,,2001 - 2002,0.5
,,2002 - 2003,0.33
,,2003 - 2004,0.43
,,2005 - 2006,0.5
,,2020 - 2021,0.5
,Meerut,2014 - 2015,0.59
,Mirzapur,2000 - 2001,0.38
,,2001 - 2002,0.44
,,2002 - 2003,0.61
,,2003 - 2004,0.52
,,2004 - 2005,0.34
,,2005 - 2006,0.44
,,2006 - 2007,0.49
,,2007 - 2008,0.28
,,2008 - 2009,0.34
,,2009 - 2010,0.43
,,2010 - 2011,0.39
,,2011 - 2012,0.44
,,2012 - 2013,0.4
,,2013 - 2014,0.44
,,2014 - 2015,0.58
,,2015 - 2016,0.23
,,2016 - 2017,0.48
,,2017 - 2018,0.61
,,2018 - 2019,0.52
,,2019 - 2020,0.69
,,2020 - 2021,0.56
,,2021 - 2022,0.63
,,2022 - 2023,0.74
,Moradabad,2000 - 2001,0.1
,,2003 - 2004,1.0
,,2004 - 2005,1.0
,,2005 - 2006,0.0
,,2006 - 2007,0.0
,,2007 - 2008,0.29
,,2018 - 2019,0.63
,Muzaffarnagar,2000 - 2001,0.1
,,2001 - 2002,0.1
,,2002 - 2003,0.33
,,2008 - 2009,0.44
,,2009 - 2010,0.4
,,2011 - 2012,0.5
,,2012 - 2013,0.4
,Pilibhit,2000 - 2001,0.38
,,2001 - 2002,0.5
,,2002 - 2003,0.5
,,2004 - 2005,0.5
,,2006 - 2007,0.0
,,2016 - 2017,0.5
,,2017 - 2018,0.5
,,2019 - 2020,0.5
,,2020 - 2021,0.5
,,2021 - 2022,0.5
,,2022 - 2023,0.75
,Pratapgarh,2000 - 2001,0.34
,,2001 - 2002,0.36
,,2002 - 2003,0.45
,,2003 - 2004,0.5
,,2004 - 2005,0.5
,,2005 - 2006,0.46
,,2006 - 2007,0.36
,,2007 - 2008,0.35
,,2008 - 2009,0.25
,,2009 - 2010,0.33
,,2010 - 2011,0.6
,,2011 - 2012,0.43
,,2012 - 2013,0.5
,,2013 - 2014,0.35
,,2016 - 2017,0.0
,,2017 - 2018,0.89
,,2018 - 2019,0.73
,,2019 - 2020,1.0
,,2020 - 2021,0.33
,,2022 - 2023,0.5
,Rae bareli,2000 - 2001,0.36
,,2001 - 2002,0.42
,,2002 - 2003,0.43
,,2003 - 2004,0.49
,,2004 - 2005,0.46
,,2005 - 2006,0.41
,,2006 - 2007,0.35
,,2007 - 2008,0.25
,,2008 - 2009,0.45
,,2009 - 2010,0.44
,,2010 - 2011,0.46
,,2011 - 2012,0.45
,,2012 - 2013,0.44
,,2013 - 2014,0.41
,,2014 - 2015,0.57
,,2015 - 2016,0.2
,,2016 - 2017,0.56
,,2017 - 2018,0.6
,,2018 - 2019,0.63
,,2019 - 2020,0.7
,,2020 - 2021,0.56
,,2021 - 2022,0.63
,,2022 - 2023,0.72
,Rampur,2000 - 2001,0.36
,,2002 - 2003,0.5
,,2003 - 2004,0.33
,,2004 - 2005,0.4
,,2007 - 2008,0.0
,,2011 - 2012,0.47
,Saharanpur,2000 - 2001,0.5
,,2018 - 2019,0.64
,Sambhal,2017 - 2018,1.0
,,2019 - 2020,1.0
,,2020 - 2021,1.0
,,2021 - 2022,1.0
,,2022 - 2023,0.5
,Sant kabeer nagar,2000 - 2001,0.44
,,2001 - 2002,0.42
,,2002 - 2003,0.29
,,2003 - 2004,0.48
,,2004 - 2005,0.46
,,2005 - 2006,0.4
,,2006 - 2007,0.31
,,2007 - 2008,0.33
,,2008 - 2009,0.43
,,2009 - 2010,0.4
,,2011 - 2012,0.5
,,2012 - 2013,0.5
,,2013 - 2014,0.43
,,2014 - 2015,0.6
,,2017 - 2018,0.57
,,2018 - 2019,0.63
,,2019 - 2020,0.71
,,2020 - 2021,0.57
,,2021 - 2022,0.57
,,2022 - 2023,0.75
,Sant ravidas nagar,2000 - 2001,0.38
,,2001 - 2002,0.33
,,2002 - 2003,0.33
,,2003 - 2004,0.0
,,2004 - 2005,0.25
,,2005 - 2006,0.4
,,2006 - 2007,0.5
,,2007 - 2008,0.33
,,2008 - 2009,0.5
,,2009 - 2010,0.0
,,2010 - 2011,0.5
,,2013 - 2014,0.5
,,2017 - 2018,1.0
,,2020 - 2021,0.54
,Shahjahanpur,2000 - 2001,0.37
,,2001 - 2002,0.42
,,2002 - 2003,0.44
,,2003 - 2004,0.49
,,2004 - 2005,0.46
,,2005 - 2006,0.41
,,2006 - 2007,0.35
,,2007 - 2008,0.25
,,2008 - 2009,0.45
,,2010 - 2011,0.4
,,2012 - 2013,0.5
,,2013 - 2014,0.0
,,2017 - 2018,0.63
,Shravasti,2000 - 2001,0.42
,,2001 - 2002,0.42
,,2002 - 2003,0.43
,,2003 - 2004,0.5
,,2004 - 2005,0.46
,,2005 - 2006,0.41
,,2006 - 2007,0.35
,,2007 - 2008,0.21
,,2008 - 2009,0.45
,,2009 - 2010,0.44
,,2010 - 2011,0.44
,,2011 - 2012,0.33
,,2012 - 2013,0.44
,,2013 - 2014,0.4
,,2017 - 2018,0.6
,,2018 - 2019,0.63
,,2019 - 2020,0.68
,,2020 - 2021,0.56
,,2021 - 2022,0.63
,,2022 - 2023,0.72
,Siddharth nagar,2000 - 2001,0.43
,,2001 - 2002,0.42
,,2002 - 2003,0.2
,,2003 - 2004,0.49
,,2004 - 2005,0.46
,,2005 - 2006,0.41
,,2006 - 2007,0.35
,,2007 - 2008,0.26
,,2008 - 2009,0.45
,,2009 - 2010,0.44
,,2010 - 2011,0.46
,,2011 - 2012,0.45
,,2012 - 2013,0.45
,,2013 - 2014,0.41
,,2014 - 2015,0.58
,,2015 - 2016,0.19
,,2016 - 2017,0.54
,,2017 - 2018,0.6
,,2018 - 2019,0.63
,,2019 - 2020,0.69
,,2020 - 2021,0.56
,,2021 - 2022,0.63
,,2022 - 2023,0.72
,Sitapur,2000 - 2001,0.36
,,2001 - 2002,0.41
,,2002 - 2003,0.44
,,2003 - 2004,0.5
,,2004 - 2005,0.45
,,2005 - 2006,0.41
,,2006 - 2007,0.35
,,2007 - 2008,0.25
,,2011 - 2012,0.5
,,2012 - 2013,0.44
,,2013 - 2014,1.0
,,2016 - 2017,0.57
,,2017 - 2018,0.61
,,2018 - 2019,0.62
,,2019 - 2020,1.0
,,2020 - 2021,0.56
,,2021 - 2022,1.0
,,2022 - 2023,0.5
,Sonbhadra,2000 - 2001,0.37
,,2001 - 2002,0.36
,,2002 - 2003,0.42
,,2003 - 2004,0.44
,,2004 - 2005,0.32
,,2005 - 2006,0.33
,,2006 - 2007,0.31
,,2007 - 2008,0.38
,,2008 - 2009,0.34
,,2009 - 2010,0.3
,,2010 - 2011,0.37
,,2011 - 2012,0.54
,,2012 - 2013,0.56
,,2013 - 2014,0.6
,,2014 - 2015,0.58
,,2015 - 2016,0.25
,,2016 - 2017,0.44
,,2017 - 2018,0.49
,,2018 - 2019,0.48
,,2019 - 2020,0.69
,,2020 - 2021,0.56
,,2021 - 2022,0.63
,,2022 - 2023,0.85
,Sultanpur,2000 - 2001,0.36
,,2001 - 2002,0.42
,,2002 - 2003,0.43
,,2003 - 2004,0.49
,,2004 - 2005,0.46
,,2005 - 2006,0.41
,,2006 - 2007,0.35
,,2007 - 2008,0.25
,,2008 - 2009,0.45
,,2009 - 2010,0.44
,,2010 - 2011,0.45
,,2011 - 2012,0.42
,,2012 - 2013,0.47
,,2013 - 2014,0.41
,,2014 - 2015,0.55
,,2015 - 2016,0.19
,,2016 - 2017,0.55
,,2017 - 2018,0.6
,,2018 - 2019,0.62
,,2019 - 2020,0.67
,,2020 - 2021,0.57
,,2021 - 2022,0.64
,,2022 - 2023,0.7
,Unnao,2000 - 2001,0.36
,,2001 - 2002,0.42
,,2002 - 2003,0.43
,,2003 - 2004,0.49
,,2004 - 2005,0.46
,,2005 - 2006,0.41
,,2006 - 2007,0.35
,,2007 - 2008,0.25
,,2008 - 2009,0.45
,,2009 - 2010,0.44
,,2010 - 2011,0.46
,,2011 - 2012,0.44
,,2012 - 2013,0.46
,,2013 - 2014,0.4
,,2014 - 2015,0.6
,,2015 - 2016,0.15
,,2016 - 2017,0.55
,,2017 - 2018,0.59
,,2018 - 2019,0.63
,,2019 - 2020,0.67
,,2020 - 2021,0.55
,,2021 - 2022,0.64
,,2022 - 2023,0.72
,Varanasi,2000 - 2001,0.43
,,2001 - 2002,0.33
,,2002 - 2003,0.21
,,2003 - 2004,0.5
,,2004 - 2005,0.67
,,2005 - 2006,0.43
,,2008 - 2009,1.0
,,2009 - 2010,0.33
,,2010 - 2011,1.0
,,2011 - 2012,0.44
,,2012 - 2013,0.5
,,2013 - 2014,0.0
,,2014 - 2015,1.0
,,2015 - 2016,0.17
,,2016 - 2017,0.5
,,2017 - 2018,1.0
,,2018 - 2019,0.41
,,2019 - 2020,0.7
,,2020 - 2021,0.5
,,2021 - 2022,0.5
,,2022 - 2023,0.8
Uttarakhand,Champawat,2000 - 2001,0.2
,Dehradun,2000 - 2001,0.0
,,2001 - 2002,0.5
,,2002 - 2003,0.28
,,2016 - 2017,0.43
,,2018 - 2019,1.0
,Haridwar,2001 - 2002,0.0
,,2002 - 2003,0.3
,,2004 - 2005,0.25
,,2014 - 2015,0.5
,,2016 - 2017,0.0
,Nainital,2006 - 2007,0.38
,,2016 - 2017,0.33
,Udam singh nagar,2000 - 2001,0.36
,,2001 - 2002,0.42
,,2002 - 2003,0.43
,,2003 - 2004,0.36
,,2004 - 2005,0.38
,,2005 - 2006,0.36
,,2013 - 2014,0.5
West Bengal,paraganas north,2001 - 2002,0.4
,,2004 - 2005,0.23
,,2005 - 2006,0.4
,,2006 - 2007,0.29
,,2007 - 2008,0.3
,,2008 - 2009,0.23
,,2009 - 2010,0.5
,,2011 - 2012,0.34
,,2014 - 2015,0.45
,,2016 - 2017,0.5
,,2017 - 2018,0.22
,,2018 - 2019,0.48
,,2019 - 2020,0.64
,,2020 - 2021,0.26
,,2021 - 2022,0.35
,,2022 - 2023,0.4
,paraganas south,2001 - 2002,0.33
,,2003 - 2004,0.5
,,2005 - 2006,0.5
,,2007 - 2008,0.33
,,2008 - 2009,0.23
,,2009 - 2010,0.45
,,2010 - 2011,0.47
,,2011 - 2012,0.35
,,2012 - 2013,0.4
,,2013 - 2014,0.41
,,2014 - 2015,0.48
,,2015 - 2016,0.37
,,2016 - 2017,0.6
,,2017 - 2018,0.22
,,2018 - 2019,0.47
,,2019 - 2020,0.66
,,2020 - 2021,0.27
,,2021 - 2022,0.36
,,2022 - 2023,0.41
,Alipurduar,2016 - 2017,0.4
,,2017 - 2018,0.22
,,2018 - 2019,0.47
,,2019 - 2020,0.66
,,2020 - 2021,0.27
,,2021 - 2022,0.36
,,2022 - 2023,0.41
,Bankura,2000 - 2001,0.27
,,2001 - 2002,0.24
,,2002 - 2003,0.29
,,2003 - 2004,0.19
,,2004 - 2005,0.2
,,2005 - 2006,0.21
,,2006 - 2007,0.13
,,2007 - 2008,0.15
,,2008 - 2009,0.0
,,2009 - 2010,0.06
,,2010 - 2011,0.3
,,2011 - 2012,0.33
,,2012 - 2013,0.0
,,2013 - 2014,0.29
,,2014 - 2015,0.25
,,2015 - 2016,0.2
,,2016 - 2017,0.27
,,2017 - 2018,0.27
,,2018 - 2019,0.3
,,2019 - 2020,0.2
,,2022 - 2023,0.44
,Birbhum,2000 - 2001,0.19
,,2001 - 2002,0.59
,,2002 - 2003,0.21
,,2003 - 2004,0.06
,,2004 - 2005,0.36
,,2005 - 2006,0.22
,,2006 - 2007,0.26
,,2007 - 2008,0.15
,,2008 - 2009,0.15
,,2009 - 2010,0.21
,,2010 - 2011,0.12
,,2011 - 2012,0.15
,,2012 - 2013,0.47
,,2013 - 2014,0.3
,,2014 - 2015,0.25
,,2015 - 2016,0.24
,,2016 - 2017,0.38
,,2017 - 2018,0.22
,,2018 - 2019,0.46
,,2019 - 2020,0.65
,,2020 - 2021,0.27
,,2021 - 2022,0.36
,,2022 - 2023,0.33
,Coochbehar,2000 - 2001,0.4
,,2001 - 2002,0.3
,,2002 - 2003,0.27
,,2003 - 2004,0.23
,,2004 - 2005,0.2
,,2005 - 2006,0.18
,,2006 - 2007,0.16
,,2007 - 2008,0.3
,,2008 - 2009,0.15
,,2009 - 2010,0.29
,,2010 - 2011,0.29
,,2011 - 2012,0.35
,,2012 - 2013,0.29
,,2013 - 2014,0.28
,,2014 - 2015,0.3
,,2015 - 2016,0.47
,,2016 - 2017,0.4
,,2017 - 2018,0.22
,,2018 - 2019,0.46
,,2019 - 2020,0.66
,,2020 - 2021,0.27
,,2021 - 2022,0.36
,,2022 - 2023,0.41
,Darjeeling,2000 - 2001,0.4
,,2001 - 2002,0.27
,,2002 - 2003,0.22
,,2003 - 2004,0.21
,,2004 - 2005,0.24
,,2005 - 2006,0.2
,,2006 - 2007,0.17
,,2007 - 2008,0.22
,,2008 - 2009,0.17
,,2009 - 2010,0.16
,,2010 - 2011,0.18
,,2011 - 2012,0.34
,,2012 - 2013,0.33
,,2013 - 2014,0.35
,,2014 - 2015,0.33
,,2015 - 2016,0.47
,,2016 - 2017,0.4
,,2017 - 2018,0.22
,,2018 - 2019,0.46
,,2019 - 2020,0.65
,,2020 - 2021,0.27
,,2021 - 2022,0.36
,,2022 - 2023,0.4
,Dinajpur dakshin,2000 - 2001,0.34
,,2001 - 2002,0.24
,,2002 - 2003,0.19
,,2003 - 2004,0.24
,,2004 - 2005,0.32
,,2005 - 2006,0.26
,,2006 - 2007,0.19
,,2007 - 2008,0.28
,,2008 - 2009,0.28
,,2009 - 2010,0.05
,,2010 - 2011,0.38
,,2011 - 2012,0.34
,,2012 - 2013,0.33
,,2013 - 2014,0.36
,,2014 - 2015,0.33
,,2015 - 2016,0.5
,,2016 - 2017,0.32
,,2017 - 2018,0.18
,,2018 - 2019,0.46
,,2019 - 2020,0.39
,,2020 - 2021,0.27
,,2021 - 2022,0.4
,,2022 - 2023,0.41
,Dinajpur uttar,2000 - 2001,0.3
,,2001 - 2002,0.29
,,2002 - 2003,0.41
,,2003 - 2004,0.22
,,2004 - 2005,0.3
,,2005 - 2006,0.22
,,2006 - 2007,0.23
,,2007 - 2008,0.21
,,2008 - 2009,0.29
,,2009 - 2010,0.26
,,2010 - 2011,0.34
,,2011 - 2012,0.54
,,2012 - 2013,0.64
,,2013 - 2014,0.51
,,2014 - 2015,0.49
,,2015 - 2016,0.47
,,2016 - 2017,0.32
,,2017 - 2018,0.19
,,2018 - 2019,0.46
,,2019 - 2020,0.39
,,2020 - 2021,0.27
,,2021 - 2022,0.39
,,2022 - 2023,0.41
,Howrah,2017 - 2018,0.21
,,2018 - 2019,0.45
,,2021 - 2022,0.35
,,2022 - 2023,0.41
,Jalpaiguri,2000 - 2001,0.53
