state,district,year,onion_kharif_area_hectare,onion_kharif_production_tonne,onion_kharif_yield_tonne_per_hectare,onion_rabi_area_hectare,onion_rabi_production_tonne,onion_rabi_yield_tonne_per_hectare,onion_whole_year_area_hectare,onion_whole_year_production_tonne,onion_whole_year_yield_tonne_per_hectare,onion_summer_area_hectare,onion_summer_production_tonne,onion_summer_yield_tonne_per_hectare
,Dohad,2003 - 2004,,,,,,,600.0,,30.67,,,
,,2004 - 2005,,,,,,,700.0,,27.71,,,
,,2005 - 2006,,,,,,,700.0,,28.43,,,
,,2006 - 2007,,,,,,,600.0,,22.67,,,
,,2007 - 2008,,,,,,,,,29.47,,,
,,2008 - 2009,,,,400.0,,29.25,,,,,,
,,2009 - 2010,,,,800.0,,25.25,,,,,,
,,2010 - 2011,,,,,,,600.0,,28.83,,,
,,2011 - 2012,,,,,,30.25,,,,,,
,,2012 - 2013,,,,,,24.71,,,,,,
,,2013 - 2014,,,,,,30.51,,,,,,
,,2014 - 2015,,,,,,27.88,,,,,,
,,2015 - 2016,,,,,,26.93,,,,,,
,,2016 - 2017,,,,,,26.05,,,,,,
,,2017 - 2018,,,,854.0,,28.68,,,,,,
,,2018 - 2019,,,,511.0,,28.22,,,,,,
,,2019 - 2020,,,,611.0,,29.27,,,,,,
,,2020 - 2021,,,,555.0,,29.56,,,,,,
,,2021 - 2022,,,,706.0,,27.76,,,,,,
,,2022 - 2023,,,,713.0,,27.55,,,,,,
,Gandhinagar,2006 - 2007,,,,,,,100.0,,12.0,,,
,,2008 - 2009,,,,100.0,,14.0,,,,,,
,,2021 - 2022,,,,,,,,,,1.0,28.0,28.0
,Gir somnath,2014 - 2015,,,,50.0,,27.88,,,,,,
,,2015 - 2016,,,,90.0,,26.93,,,,,,
,,2016 - 2017,,,,27.0,703.0,26.04,,,,32.0,700.0,21.88
,,2017 - 2018,,,,106.0,,28.68,,,,,,
,,2018 - 2019,,,,59.0,,28.22,,,,,,
,,2019 - 2020,,,,73.0,,29.27,,,,50.0,,28.48
,,2020 - 2021,,,,630.0,,29.56,,,,,,
,,2021 - 2022,,,,,,26.44,,,,,,
,,2022 - 2023,,,,,,29.94,,,,,,
,Jamnagar,2000 - 2001,,,,,,,400.0,,22.5,,,
,,2001 - 2002,,,,,,,,,29.9,,,
,,2002 - 2003,,,,,,,400.0,,29.0,,,
,,2003 - 2004,,,,,,,,,32.96,,,
,,2004 - 2005,,,,,,,,,29.95,,,
,,2005 - 2006,,,,,,,,,27.84,,,
,,2006 - 2007,,,,,,,,,22.0,,,
,,2007 - 2008,,,,,,,,,20.59,,,
,,2008 - 2009,,,,,,19.22,,,,,,
,,2009 - 2010,,,,,,25.22,,,,,,
,,2010 - 2011,,,,,,,,,26.51,,,
,,2011 - 2012,,,,,,24.92,,,,300.0,,27.0
,,2012 - 2013,,,,500.0,,24.8,,,,,,
,,2013 - 2014,,,,,,30.71,,,,135.0,,27.69
,,2014 - 2015,,,,325.0,,27.88,,,,52.0,,27.23
,,2015 - 2016,,,,224.0,,26.93,,,,64.0,,27.44
,,2016 - 2017,,,,527.0,,26.05,,,,15.0,434.0,28.93
,,2017 - 2018,,,,,,25.09,,,,83.0,,27.53
,,2018 - 2019,,,,484.0,,25.5,,,,,,
,,2019 - 2020,,,,,,25.78,,,,410.0,,28.48
,,2020 - 2021,,,,,,29.56,,,,203.0,,28.0
,,2021 - 2022,,,,,,22.32,,,,176.0,,20.5
,,2022 - 2023,,,,,,26.78,,,,3.0,62.0,20.67
,Junagadh,2000 - 2001,,,,,,,,,27.54,,,
,,2001 - 2002,,,,,,,,,29.53,,,
,,2002 - 2003,,,,,,,,,26.46,,,
,,2003 - 2004,,,,,,,,,32.59,,,
,,2004 - 2005,,,,,,,,,30.04,,,
,,2005 - 2006,,,,,,,,,29.44,,,
,,2006 - 2007,,,,,,,,,22.82,,,
,,2007 - 2008,,,,,,,,,29.7,,,
,,2008 - 2009,,,,,,27.16,,,,,,
,,2009 - 2010,,,,,,26.77,,,,,,
,,2010 - 2011,,,,,,,,,28.57,,,
,,2011 - 2012,,,,,,29.43,,,,900.0,,26.11
,,2012 - 2013,,,,,,19.1,,,,100.0,,26.0
,,2013 - 2014,,,,,,22.35,,,,170.0,,29.21
,,2014 - 2015,,,,730.0,,32.74,,,,20.0,536.0,26.8
,,2015 - 2016,,,,530.0,,18.8,,,,40.0,,28.35
,,2016 - 2017,,,,980.0,,20.19,,,,65.0,,35.69
,,2017 - 2018,,,,,,28.68,,,,81.0,,31.91
,,2018 - 2019,,,,,,28.22,,,,65.0,,27.54
,,2019 - 2020,,,,,,29.27,,,,220.0,,28.47
,,2020 - 2021,,,,,,26.06,,,,235.0,,29.1
,,2021 - 2022,,,,,,21.3,,,,120.0,,24.08
,,2022 - 2023,,,,,,23.99,,,,72.0,,26.81
,Kachchh,2000 - 2001,,,,,,,100.0,,13.0,,,
,,2001 - 2002,,,,,,,600.0,,27.83,,,
,,2002 - 2003,,,,,,,400.0,,32.5,,,
,,2003 - 2004,,,,,,,400.0,,31.0,,,
,,2004 - 2005,,,,,,,300.0,,34.67,,,
,,2005 - 2006,,,,,,,800.0,,28.88,,,
,,2006 - 2007,,,,,,,,,22.7,,,
,,2007 - 2008,,,,,,,,,30.5,,,
,,2008 - 2009,,,,900.0,,28.56,,,,,,
,,2009 - 2010,,,,800.0,,28.38,,,,,,
,,2010 - 2011,,,,,,,,,28.94,,,
,,2011 - 2012,,,,,,30.03,,,,400.0,,27.25
,,2012 - 2013,,,,400.0,,23.5,,,,200.0,,21.0
,,2013 - 2014,,,,,,30.51,,,,,,
,,2014 - 2015,,,,281.0,,27.88,,,,10.0,275.0,27.5
,,2015 - 2016,,,,426.0,,26.93,,,,173.0,,28.14
,,2016 - 2017,,,,234.0,,26.05,,,,93.0,,28.11
,,2017 - 2018,,,,228.0,,28.68,,,,58.0,,28.1
,,2018 - 2019,,,,98.0,,28.22,,,,,,
,,2019 - 2020,,,,163.0,,29.27,,,,30.0,854.0,28.47
,,2020 - 2021,,,,72.0,,29.56,,,,35.0,998.0,28.51
,,2021 - 2022,,,,47.0,,27.77,,,,44.0,,28.41
,,2022 - 2023,,,,260.0,,27.55,,,,50.0,,28.48
,Kheda,2000 - 2001,,,,,,,100.0,,21.0,,,
,,2001 - 2002,,,,,,,300.0,,33.0,,,
,,2002 - 2003,,,,,,,600.0,,31.17,,,
,,2003 - 2004,,,,,,,400.0,,28.5,,,
,,2004 - 2005,,,,,,,200.0,,27.0,,,
,,2005 - 2006,,,,,,,100.0,,37.0,,,
,,2006 - 2007,,,,,,,200.0,,22.5,,,
,,2007 - 2008,,,,,,,500.0,,27.0,,,
,,2008 - 2009,,,,300.0,,24.67,,,,,,
,,2009 - 2010,,,,300.0,,22.67,,,,,,
,,2010 - 2011,,,,,,,500.0,,24.6,,,
,,2011 - 2012,,,,200.0,,31.0,,,,,,
,,2012 - 2013,,,,100.0,,19.0,,,,,,
,,2013 - 2014,,,,91.0,,30.52,,,,,,
,,2014 - 2015,,,,124.0,,27.88,,,,,,
,,2015 - 2016,,,,160.0,,26.93,,,,,,
,,2016 - 2017,,,,68.0,,26.04,,,,32.0,891.0,27.84
,,2017 - 2018,,,,25.0,717.0,28.68,,,,,,
,,2018 - 2019,,,,37.0,,28.22,,,,67.0,,27.54
,,2019 - 2020,,,,58.0,,29.28,,,,34.0,968.0,28.47
,,2020 - 2021,,,,224.0,,29.56,,,,10.0,265.0,26.5
,,2021 - 2022,,,,254.0,,27.76,,,,10.0,265.0,26.5
,,2022 - 2023,,,,237.0,,27.55,,,,7.0,194.0,27.71
,Mahesana,2000 - 2001,,,,,,,300.0,,21.33,,,
,,2001 - 2002,,,,,,,500.0,,28.4,,,
,,2002 - 2003,,,,,,,200.0,,27.0,,,
,,2003 - 2004,,,,,,,100.0,,27.0,,,
,,2004 - 2005,,,,,,,100.0,,22.0,,,
,,2005 - 2006,,,,,,,200.0,,24.5,,,
,,2006 - 2007,,,,,,,100.0,,29.0,,,
,,2007 - 2008,,,,,,,200.0,,23.5,,,
,,2008 - 2009,,,,200.0,,29.5,,,,,,
,,2009 - 2010,,,,200.0,,21.0,,,,,,
,,2010 - 2011,,,,,,,200.0,,30.5,,,
,,2011 - 2012,,,,200.0,,25.0,,,,,,
,,2012 - 2013,,,,100.0,,26.0,,,,,,
,,2013 - 2014,,,,376.0,,30.51,,,,,,
,,2014 - 2015,,,,344.0,,27.88,,,,,,
,,2015 - 2016,,,,366.0,,26.93,,,,,,
,,2016 - 2017,,,,318.0,,26.05,,,,,,
,,2017 - 2018,,,,511.0,,28.68,,,,,,
,,2018 - 2019,,,,340.0,,28.22,,,,,,
,,2019 - 2020,,,,305.0,,29.27,,,,3.0,85.0,28.33
,,2020 - 2021,,,,368.0,,29.56,,,,,,
,,2021 - 2022,,,,192.0,,27.76,,,,47.0,,28.51
,,2022 - 2023,,,,216.0,,27.55,,,,11.0,297.0,27.0
,Mahisagar,2014 - 2015,,,,127.0,,27.88,,,,40.0,,26.8
,,2015 - 2016,,,,143.0,,26.93,,,,,,
,,2016 - 2017,,,,56.0,,26.05,,,,,,
,,2017 - 2018,,,,211.0,,28.68,,,,,,
,,2018 - 2019,,,,268.0,,28.22,,,,,,
,,2019 - 2020,,,,214.0,,29.27,,,,,,
,,2020 - 2021,,,,238.0,,29.56,,,,,,
,,2021 - 2022,,,,216.0,,27.76,,,,,,
,,2022 - 2023,,,,188.0,,27.55,,,,,,
,Morbi,2014 - 2015,,,,,,27.83,,,,,,
,,2015 - 2016,,,,,,27.66,,,,,,
,,2016 - 2017,,,,,,29.69,,,,113.0,,28.42
,,2017 - 2018,,,,,,24.65,,,,328.0,,25.0
,,2018 - 2019,,,,699.0,,24.26,,,,,,
,,2019 - 2020,,,,,,25.64,,,,,,
,,2020 - 2021,,,,,,22.61,,,,50.0,,26.0
,,2021 - 2022,,,,,,21.81,,,,,,
,,2022 - 2023,,,,,,19.5,,,,,,
,Narmada,2012 - 2013,,,,100.0,,22.0,,,,,,
,,2013 - 2014,,,,135.0,,30.51,,,,,,
,,2014 - 2015,,,,5.0,139.0,27.8,,,,,,
,,2015 - 2016,,,,,,,,,,35.0,664.0,18.97
,,2016 - 2017,,,,94.0,,26.05,,,,,,
,,2018 - 2019,,,,39.0,,28.23,,,,115.0,,27.54
,,2019 - 2020,,,,20.0,585.0,29.25,,,,45.0,,28.47
,,2021 - 2022,,,,22.0,611.0,27.77,,,,15.0,429.0,28.6
,,2022 - 2023,,,,2.0,55.0,27.5,,,,19.0,540.0,28.42
,Navsari,2003 - 2004,,,,,,,100.0,,44.0,,,
,,2004 - 2005,,,,,,,100.0,,34.0,,,
,,2005 - 2006,,,,,,,100.0,,32.0,,,
,,2006 - 2007,,,,,,,100.0,,24.0,,,
,,2007 - 2008,,,,,,,100.0,,28.0,,,
,,2008 - 2009,,,,100.0,,26.0,,,,,,
,,2009 - 2010,,,,100.0,,25.0,,,,,,
,,2010 - 2011,,,,,,,100.0,,19.0,,,
,,2011 - 2012,,,,100.0,,30.0,,,,,,
,,2012 - 2013,,,,100.0,,34.0,,,,,,
,,2013 - 2014,,,,209.0,,30.51,,,,,,
,,2014 - 2015,,,,127.0,,27.88,,,,,,
,,2015 - 2016,,,,135.0,,26.93,,,,,,
,,2016 - 2017,,,,177.0,,26.05,,,,21.0,339.0,16.14
,,2017 - 2018,,,,100.0,,28.68,,,,219.0,,22.34
,,2018 - 2019,,,,79.0,,28.23,,,,172.0,,27.54
,,2019 - 2020,,,,170.0,,29.27,,,,143.0,,28.48
,,2020 - 2021,,,,67.0,,29.55,,,,124.0,,26.5
,,2021 - 2022,,,,235.0,,27.76,,,,62.0,,20.37
,,2022 - 2023,,,,226.0,,27.55,,,,165.0,,22.23
,Panch mahals,2000 - 2001,,,,,,,200.0,,22.5,,,
,,2001 - 2002,,,,,,,300.0,,29.33,,,
,,2002 - 2003,,,,,,,400.0,,28.25,,,
,,2003 - 2004,,,,,,,200.0,,26.0,,,
,,2004 - 2005,,,,,,,300.0,,26.67,,,
,,2005 - 2006,,,,,,,300.0,,32.33,,,
,,2006 - 2007,,,,,,,300.0,,21.33,,,
,,2007 - 2008,,,,,,,200.0,,32.5,,,
,,2008 - 2009,,,,300.0,,27.67,,,,,,
,,2009 - 2010,,,,300.0,,28.0,,,,,,
,,2010 - 2011,,,,,,,400.0,,27.0,,,
,,2011 - 2012,,,,300.0,,30.67,,,,,,
,,2012 - 2013,,,,200.0,,22.0,,,,,,
,,2013 - 2014,,,,97.0,,30.52,,,,,,
,,2014 - 2015,,,,659.0,,27.88,,,,,,
,,2016 - 2017,,,,60.0,,26.05,,,,,,
,,2017 - 2018,,,,74.0,,28.68,,,,,,
,,2020 - 2021,,,,4.0,118.0,29.5,,,,64.0,,25.8
,,2021 - 2022,,,,,,,,,,3.0,77.0,25.67
,Patan,2011 - 2012,,,,100.0,300.0,3.0,,,,,,
,,2013 - 2014,,,,2.0,61.0,30.5,,,,,,
,,2014 - 2015,,,,35.0,976.0,27.89,,,,,,
,,2015 - 2016,,,,135.0,,26.93,,,,,,
,,2016 - 2017,,,,10.0,260.0,26.0,,,,,,
,,2017 - 2018,,,,5.0,143.0,28.6,,,,,,
,,2018 - 2019,,,,77.0,,28.22,,,,5.0,138.0,27.6
,,2019 - 2020,,,,79.0,,29.27,,,,,,
,,2020 - 2021,,,,88.0,,29.56,,,,,,
,,2021 - 2022,,,,100.0,,27.76,,,,,,
,,2022 - 2023,,,,120.0,,27.55,,,,,,
,Porbandar,2003 - 2004,,,,,,,,,32.82,,,
,,2004 - 2005,,,,,,,,,30.4,,,
,,2005 - 2006,,,,,,,,,29.77,,,
,,2006 - 2007,,,,,,,,,22.65,,,
,,2007 - 2008,,,,,,,,,29.27,,,
,,2008 - 2009,,,,,,26.31,,,,,,
,,2009 - 2010,,,,,,27.5,,,,,,
,,2010 - 2011,,,,,,,,,27.36,,,
,,2011 - 2012,,,,,,29.42,,,,,,
,,2012 - 2013,,,,400.0,,24.75,,,,,,
,,2013 - 2014,,,,,,30.51,,,,,,
,,2014 - 2015,,,,445.0,,27.88,,,,,,
,,2015 - 2016,,,,175.0,,26.93,,,,,,
,,2016 - 2017,,,,270.0,,26.05,,,,,,
,,2017 - 2018,,,,130.0,,28.68,,,,,,
,,2018 - 2019,,,,60.0,,28.22,,,,,,
,,2019 - 2020,,,,175.0,,29.27,,,,,,
,,2020 - 2021,,,,395.0,,29.56,,,,,,
,,2021 - 2022,,,,360.0,,27.76,,,,,,
,,2022 - 2023,,,,650.0,,27.55,,,,,,
,Rajkot,2000 - 2001,,,,,,,200.0,,27.0,,,
,,2001 - 2002,,,,,,,,,34.73,,,
,,2002 - 2003,,,,,,,700.0,,27.86,,,
,,2003 - 2004,,,,,,,,,32.24,,,
,,2004 - 2005,,,,,,,,,29.79,,,
,,2005 - 2006,,,,,,,,,30.82,,,
,,2006 - 2007,,,,,,,,,29.62,,,
,,2007 - 2008,,,,,,,,,32.38,,,
,,2008 - 2009,,,,,,27.79,,,,,,
,,2009 - 2010,,,,,,30.87,,,,,,
,,2010 - 2011,,,,,,,,,29.05,,,
,,2011 - 2012,,,,,,29.87,,,,,,27.79
,,2012 - 2013,,,,900.0,,26.89,,,,100.0,,19.0
,,2013 - 2014,,,,,,30.61,,,,5.0,138.0,27.6
,,2014 - 2015,,,,975.0,,30.5,,,,443.0,,27.78
,,2015 - 2016,,,,,,31.48,,,,145.0,,27.71
,,2016 - 2017,,,,,,29.22,,,,45.0,,22.33
,,2017 - 2018,,,,,,30.24,,,,307.0,,30.57
,,2018 - 2019,,,,988.0,,29.82,,,,127.0,,27.54
,,2019 - 2020,,,,,,23.95,,,,175.0,,28.47
,,2020 - 2021,,,,,,28.92,,,,271.0,,28.5
,,2021 - 2022,,,,,,29.0,,,,501.0,,29.4
,,2022 - 2023,,,,,,27.95,,,,434.0,,27.95
,Sabar kantha,2000 - 2001,,,,,,,100.0,,12.0,,,
,,2001 - 2002,,,,,,,300.0,,23.33,,,
,,2002 - 2003,,,,,,,100.0,,38.0,,,
,,2003 - 2004,,,,,,,200.0,,28.5,,,
,,2004 - 2005,,,,,,,100.0,,19.0,,,
,,2005 - 2006,,,,,,,100.0,,30.0,,,
,,2007 - 2008,,,,,,,100.0,,34.0,,,
,,2008 - 2009,,,,100.0,,29.0,,,,,,
,,2011 - 2012,,,,100.0,800.0,8.0,,,,,,
,,2012 - 2013,,,,100.0,,13.0,,,,,,
,,2013 - 2014,,,,112.0,,30.51,,,,15.0,422.0,28.13
,,2014 - 2015,,,,375.0,,27.88,,,,,,
,,2015 - 2016,,,,520.0,,26.93,,,,,,
,,2016 - 2017,,,,173.0,,26.05,,,,,,
,,2017 - 2018,,,,91.0,,28.68,,,,90.0,,28.96
,,2018 - 2019,,,,164.0,,28.22,,,,50.0,,27.54
,,2019 - 2020,,,,136.0,,29.27,,,,,,
,,2020 - 2021,,,,132.0,,29.56,,,,,,
,,2021 - 2022,,,,79.0,,27.76,,,,,,
,,2022 - 2023,,,,87.0,,27.55,,,,,,
,Surat,2000 - 2001,,,,,,,300.0,,23.67,,,
,,2001 - 2002,,,,,,,400.0,,28.5,,,
,,2002 - 2003,,,,,,,500.0,,26.0,,,
,,2003 - 2004,,,,,,,500.0,,34.4,,,
,,2004 - 2005,,,,,,,600.0,,28.0,,,
,,2005 - 2006,,,,,,,700.0,,29.71,,,
,,2006 - 2007,,,,,,,600.0,,23.5,,,
,,2007 - 2008,,,,,,,600.0,,32.33,,,
,,2008 - 2009,,,,300.0,,31.33,,,,,,
,,2009 - 2010,,,,700.0,,26.43,,,,,,
,,2010 - 2011,,,,,,,300.0,,31.33,,,
,,2011 - 2012,,,,400.0,,31.0,,,,,,
,,2012 - 2013,,,,100.0,,19.0,,,,,,
,,2013 - 2014,,,,150.0,,30.51,,,,87.0,,28.1
,,2014 - 2015,,,,98.0,,27.88,,,,29.0,815.0,28.1
,,2015 - 2016,,,,293.0,,26.93,,,,5.0,141.0,28.2
,,2016 - 2017,,,,267.0,,26.05,,,,284.0,,20.5
,,2017 - 2018,,,,219.0,,28.68,,,,45.0,959.0,21.31
,,2018 - 2019,,,,131.0,,28.22,,,,34.0,936.0,27.53
,,2019 - 2020,,,,336.0,,29.27,,,,67.0,,28.48
,,2020 - 2021,,,,131.0,,29.56,,,,235.0,,26.1
,,2021 - 2022,,,,495.0,,27.76,,,,276.0,,27.29
,,2022 - 2023,,,,511.0,,27.55,,,,245.0,,26.2
,Surendranagar,2000 - 2001,,,,,,,500.0,,18.6,,,
,,2001 - 2002,,,,,,,300.0,,30.67,,,
,,2002 - 2003,,,,,,,400.0,,25.75,,,
,,2003 - 2004,,,,,,,800.0,,33.5,,,
,,2004 - 2005,,,,,,,800.0,,30.88,,,
,,2005 - 2006,,,,,,,400.0,,33.25,,,
,,2006 - 2007,,,,,,,700.0,,24.43,,,
,,2007 - 2008,,,,,,,300.0,,30.33,,,
,,2008 - 2009,,,,500.0,,26.8,,,,,,
,,2009 - 2010,,,,800.0,,26.13,,,,,,
,,2010 - 2011,,,,,,,700.0,,30.71,,,
,,2011 - 2012,,,,,,29.92,,,,100.0,,25.0
,,2012 - 2013,,,,,,23.58,,,,,,
,,2013 - 2014,,,,,,30.51,,,,150.0,,31.0
,,2014 - 2015,,,,678.0,,27.88,,,,,,
,,2015 - 2016,,,,,,26.93,,,,,,
,,2016 - 2017,,,,,,26.05,,,,155.0,,25.0
,,2017 - 2018,,,,475.0,,33.42,,,,280.0,,24.0
,,2018 - 2019,,,,256.0,,28.22,,,,2.0,55.0,27.5
,,2019 - 2020,,,,29.0,849.0,29.28,,,,,,
,,2020 - 2021,,,,460.0,,29.56,,,,,,
,,2021 - 2022,,,,660.0,,27.76,,,,,,
,,2022 - 2023,,,,279.0,,27.55,,,,428.0,,27.0
,Tapi,2010 - 2011,,,,,,,700.0,,25.57,,,
,,2011 - 2012,,,,100.0,,20.0,,,,,,
,,2012 - 2013,,,,,,,,,,300.0,,17.0
,,2013 - 2014,,,,136.0,,30.51,,,,,,
,,2014 - 2015,,,,18.0,502.0,27.89,,,,,,
,,2017 - 2018,,,,4.0,115.0,28.75,,,,,,
,,2018 - 2019,,,,5.0,141.0,28.2,,,,146.0,,27.54
,,2020 - 2021,,,,51.0,,29.55,,,,10.0,276.0,27.6
,,2021 - 2022,,,,,,,,,,105.0,,27.8
,,2022 - 2023,,,,73.0,,27.55,,,,90.0,,19.84
,Vadodara,2000 - 2001,,,,,,,100.0,,11.0,,,
,,2001 - 2002,,,,,,,100.0,,28.0,,,
,,2003 - 2004,,,,,,,100.0,,24.0,,,
,,2004 - 2005,,,,,,,100.0,,29.0,,,
,,2005 - 2006,,,,,,,100.0,,37.0,,,
,,2006 - 2007,,,,,,,200.0,,19.0,,,
,,2007 - 2008,,,,,,,400.0,,31.75,,,
,,2008 - 2009,,,,300.0,,28.67,,,,,,
,,2009 - 2010,,,,400.0,,28.0,,,,,,
,,2010 - 2011,,,,,,,300.0,,29.33,,,
,,2011 - 2012,,,,300.0,,33.0,,,,,,
,,2012 - 2013,,,,300.0,,27.0,,,,,,
,,2013 - 2014,,,,947.0,,30.51,,,,108.0,,23.54
,,2014 - 2015,,,,100.0,,27.88,,,,,,
,,2015 - 2016,,,,85.0,,26.93,,,,,,
,,2016 - 2017,,,,135.0,,26.05,,,,30.0,588.0,19.6
,,2017 - 2018,,,,69.0,,28.68,,,,36.0,706.0,19.61
,,2018 - 2019,,,,134.0,,28.22,,,,23.0,633.0,27.52
,,2019 - 2020,,,,23.0,673.0,29.26,,,,82.0,,28.48
,,2020 - 2021,,,,84.0,,29.56,,,,36.0,990.0,27.5
,,2021 - 2022,,,,82.0,,27.76,,,,76.0,,28.08
,,2022 - 2023,,,,199.0,,27.55,,,,41.0,,27.78
,Valsad,2000 - 2001,,,,,,,200.0,,17.0,,,
,,2001 - 2002,,,,,,,200.0,,29.5,,,
,,2002 - 2003,,,,,,,200.0,,35.5,,,
,,2003 - 2004,,,,,,,100.0,,36.0,,,
,,2004 - 2005,,,,,,,100.0,,24.0,,,
,,2005 - 2006,,,,,,,100.0,,13.0,,,
,,2006 - 2007,,,,,,,100.0,,12.0,,,
,,2007 - 2008,,,,,,,100.0,,11.0,,,
,,2010 - 2011,,,,,,,100.0,700.0,7.0,,,
,,2011 - 2012,,,,100.0,400.0,4.0,,,,,,
,,2014 - 2015,,,,22.0,613.0,27.86,,,,,,
,,2017 - 2018,,,,285.0,,28.68,,,,,,
,,2018 - 2019,,,,257.0,,28.22,,,,,,
,,2019 - 2020,,,,320.0,,29.27,,,,,,
,,2020 - 2021,,,,345.0,,29.56,,,,5.0,138.0,27.6
,,2021 - 2022,,,,335.0,,27.76,,,,44.0,,27.55
,,2022 - 2023,,,,299.0,,27.55,,,,36.0,994.0,27.61
Haryana,Ambala,2000 - 2001,,,,,,,,,13.55,,,
,,2001 - 2002,,,,,,,,,7.51,,,
,,2002 - 2003,,,,,,,85.0,,27.06,,,
,,2003 - 2004,,,,,,,,,27.0,,,
,,2004 - 2005,,,,,,,915.0,,26.99,,,
,,2005 - 2006,,,,,,,,,27.0,,,
,,2006 - 2007,,,,,,,829.0,,16.16,,,
,,2007 - 2008,,,,,,,886.0,,15.69,,,
,,2008 - 2009,,,,,,,877.0,,1.48,,,
,,2009 - 2010,,,,,,,78.0,,19.23,,,
,,2010 - 2011,,,,,,,850.0,,19.76,,,
,,2012 - 2013,,,,,,,855.0,,31.7,,,
,,2013 - 2014,,,,,,,,,23.16,,,
,,2014 - 2015,,,,,,,,,22.3,,,
,,2015 - 2016,,,,,,,,,23.12,,,
,,2016 - 2017,,,,,,,,,22.08,,,
,,2017 - 2018,,,,,,,,,24.53,,,
,,2018 - 2019,,,,,,,,,23.12,,,
,,2019 - 2020,,,,,,,,,19.01,,,
,,2021 - 2022,,,,,,,75.0,,19.15,,,
,Bhiwani,2000 - 2001,,,,,,,139.0,,11.51,,,
,,2001 - 2002,,,,,,,1.0,0.0,0.0,,,
,,2003 - 2004,,,,,,,29.0,500.0,17.24,,,
,,2004 - 2005,,,,,,,36.0,600.0,16.67,,,
,,2007 - 2008,,,,,,,13.0,300.0,23.08,,,
,,2008 - 2009,,,,,,,2.0,,0.0,,,
,,2013 - 2014,,,,,,,,,23.03,,,
,,2014 - 2015,,,,,,,682.0,,23.76,,,
,,2015 - 2016,,,,,,,,,23.54,,,
,,2016 - 2017,,,,,,,919.0,,23.73,,,
,,2017 - 2018,,,,,,,526.0,,22.98,,,
,,2018 - 2019,,,,,,,739.0,,23.35,,,
,,2019 - 2020,,,,,,,962.0,,37.34,,,
,,2021 - 2022,,,,,,,2.0,44.0,22.0,,,
,Charki dadri,2018 - 2019,,,,,,,80.0,,25.46,,,
,,2019 - 2020,,,,,,,172.0,,20.0,,,
,Faridabad,2001 - 2002,,,,,,,9.0,100.0,11.11,,,
,,2005 - 2006,,,,,,,12.0,200.0,16.67,,,
,,2006 - 2007,,,,,,,1.0,,0.0,,,
,,2013 - 2014,,,,,,,200.0,,19.14,,,
,,2014 - 2015,,,,,,,188.0,,22.8,,,
,,2015 - 2016,,,,,,,135.0,,23.54,,,
,,2016 - 2017,,,,,,,264.0,,16.97,,,
,,2017 - 2018,,,,,,,121.0,,23.32,,,
,,2018 - 2019,,,,,,,22.0,343.0,15.59,,,
,,2019 - 2020,,,,,,,30.0,545.0,18.17,,,
,Fatehabad,2000 - 2001,,,,,,,9.0,200.0,22.22,,,
,,2001 - 2002,,,,,,,4.0,100.0,25.0,,,
,,2002 - 2003,,,,,,,6.0,100.0,16.67,,,
,,2004 - 2005,,,,,,,1.0,,0.0,,,
,,2006 - 2007,,,,,,,4.0,100.0,25.0,,,
,,2010 - 2011,,,,,,,4.0,100.0,25.0,,,
,,2011 - 2012,,,,,,,521.0,,19.0,,,
,,2012 - 2013,,,,,,,400.0,,20.0,,,
,,2013 - 2014,,,,,,,455.0,,20.76,,,
,,2014 - 2015,,,,,,,433.0,,22.8,,,
,,2015 - 2016,,,,,,,510.0,,23.43,,,
,,2016 - 2017,,,,,,,442.0,,21.58,,,
,,2017 - 2018,,,,,,,582.0,,23.56,,,
,,2018 - 2019,,,,,,,188.0,,24.72,,,
,,2019 - 2020,,,,,,,87.0,,39.89,,,
,,2021 - 2022,,,,,,,190.0,,21.25,,,
,Gurgaon,2000 - 2001,,,,,,,,,11.98,,,
,,2001 - 2002,,,,,,,,,19.01,,,
,,2002 - 2003,,,,,,,772.0,,23.06,,,
,,2003 - 2004,,,,,,,634.0,,23.03,,,
,,2004 - 2005,,,,,,,,,23.02,,,
,,2005 - 2006,,,,,,,51.0,,23.53,,,
,,2006 - 2007,,,,,,,38.0,700.0,18.42,,,
,,2007 - 2008,,,,,,,1.0,,0.0,,,
,,2009 - 2010,,,,,,,2.0,100.0,50.0,,,
,,2010 - 2011,,,,,,,3.0,100.0,33.33,,,
,,2011 - 2012,,,,,,,48.0,900.0,18.75,,,
,,2013 - 2014,,,,,,,448.0,,23.38,,,
,,2014 - 2015,,,,,,,500.0,,22.65,,,
,,2015 - 2016,,,,,,,500.0,,22.89,,,
,,2016 - 2017,,,,,,,493.0,,22.75,,,
,,2017 - 2018,,,,,,,525.0,,23.26,,,
,,2018 - 2019,,,,,,,,,24.68,,,
,,2019 - 2020,,,,,,,530.0,,8.87,,,
,Hisar,2006 - 2007,,,,,,,4.0,100.0,25.0,,,
,,2010 - 2011,,,,,,,11.0,200.0,18.18,,,
,,2013 - 2014,,,,,,,470.0,,21.36,,,
,,2014 - 2015,,,,,,,710.0,,22.63,,,
,,2015 - 2016,,,,,,,855.0,,23.12,,,
,,2016 - 2017,,,,,,,860.0,,21.98,,,
