state,district,year,gram_rabi_area_hectare,gram_rabi_production_tonne,gram_rabi_yield_tonne_per_hectare,gram_kharif_area_hectare,gram_kharif_production_tonne,gram_kharif_yield_tonne_per_hectare,gram_winter_area_hectare,gram_winter_production_tonne,gram_winter_yield_tonne_per_hectare,gram_whole_year_area_hectare,gram_whole_year_production_tonne,gram_whole_year_yield_tonne_per_hectare
,,2014 - 2015,84.0,69.9,0.83,,,,,,,,,
,,2015 - 2016,98.0,93.0,0.95,,,,,,,,,
,,2016 - 2017,103.0,97.1,0.94,,,,,,,,,
,,2017 - 2018,102.0,97.4,0.95,,,,,,,,,
,,2018 - 2019,95.0,92.0,0.97,,,,,,,,,
,Chandel,2008 - 2009,50.0,52.0,1.04,,,,,,,,,
,,2009 - 2010,120.0,89.0,0.74,,,,,,,,,
,,2010 - 2011,55.0,46.0,0.84,,,,,,,,,
,,2011 - 2012,55.0,50.0,0.91,,,,,,,,,
,,2012 - 2013,62.0,50.0,0.81,,,,,,,,,
,,2013 - 2014,72.0,66.0,0.92,,,,,,,,,
,,2014 - 2015,68.0,55.1,0.81,,,,,,,,,
,,2015 - 2016,75.0,65.0,0.87,,,,,,,,,
,,2016 - 2017,76.0,71.7,0.94,,,,,,,,,
,,2017 - 2018,78.0,93.6,1.2,,,,,,,,,
,,2018 - 2019,85.0,77.0,0.91,,,,,,,,,
,Churachandpur,2008 - 2009,65.0,53.0,0.82,,,,,,,,,
,,2009 - 2010,100.0,73.0,0.73,,,,,,,,,
,,2010 - 2011,70.0,51.0,0.73,,,,,,,,,
,,2011 - 2012,70.0,60.0,0.86,,,,,,,,,
,,2012 - 2013,66.0,56.0,0.85,,,,,,,,,
,,2013 - 2014,66.0,61.0,0.92,,,,,,,,,
,,2014 - 2015,63.0,54.0,0.86,,,,,,,,,
,,2015 - 2016,70.0,66.0,0.94,,,,,,,,,
,,2016 - 2017,72.0,68.0,0.94,,,,,,,,,
,,2017 - 2018,76.0,71.8,0.94,,,,,,,,,
,,2018 - 2019,86.0,81.0,0.94,,,,,,,,,
,Imphal east,2008 - 2009,85.0,62.0,0.73,,,,,,,,,
,,2009 - 2010,240.0,224.0,0.93,,,,,,,,,
,,2010 - 2011,97.0,77.6,0.8,,,,,,,,,
,,2011 - 2012,97.0,83.6,0.86,,,,,,,,,
,,2012 - 2013,100.0,88.0,0.88,,,,,,,,,
,,2013 - 2014,90.0,88.0,0.98,,,,,,,,,
,,2014 - 2015,80.0,77.2,0.97,,,,,,,,,
,,2015 - 2016,90.0,88.0,0.98,,,,,,,,,
,,2016 - 2017,91.0,88.7,0.97,,,,,,,,,
,,2017 - 2018,92.0,87.4,0.95,,,,,,,,,
,,2018 - 2019,95.0,91.0,0.96,,,,,,,,,
,Imphal west,2008 - 2009,60.0,47.0,0.78,,,,,,,,,
,,2009 - 2010,265.0,257.0,0.97,,,,,,,,,
,,2010 - 2011,65.0,54.9,0.84,,,,,,,,,
,,2011 - 2012,85.0,77.9,0.92,,,,,,,,,
,,2012 - 2013,92.0,80.0,0.87,,,,,,,,,
,,2013 - 2014,92.0,87.0,0.95,,,,,,,,,
,,2014 - 2015,82.0,73.0,0.89,,,,,,,,,
,,2015 - 2016,95.0,90.0,0.95,,,,,,,,,
,,2016 - 2017,96.0,89.2,0.93,,,,,,,,,
,,2017 - 2018,98.0,91.0,0.93,,,,,,,,,
,,2018 - 2019,99.0,92.0,0.93,,,,,,,,,
,Senapati,2008 - 2009,50.0,36.0,0.72,,,,,,,,,
,,2009 - 2010,120.0,88.0,0.73,,,,,,,,,
,,2010 - 2011,54.0,39.0,0.72,,,,,,,,,
,,2011 - 2012,54.0,43.2,0.8,,,,,,,,,
,,2012 - 2013,54.0,42.0,0.78,,,,,,,,,
,,2013 - 2014,64.0,55.0,0.86,,,,,,,,,
,,2014 - 2015,64.0,48.4,0.76,,,,,,,,,
,,2015 - 2016,67.0,58.0,0.87,,,,,,,,,
,,2016 - 2017,69.0,60.0,0.87,,,,,,,,,
,,2017 - 2018,74.0,64.6,0.87,,,,,,,,,
,,2018 - 2019,80.0,73.0,0.91,,,,,,,,,
,Tamenglong,2008 - 2009,48.0,34.0,0.71,,,,,,,,,
,,2009 - 2010,135.0,85.0,0.63,,,,,,,,,
,,2010 - 2011,50.0,35.0,0.7,,,,,,,,,
,,2011 - 2012,50.0,38.0,0.76,,,,,,,,,
,,2012 - 2013,65.0,55.0,0.85,,,,,,,,,
,,2013 - 2014,80.0,71.0,0.89,,,,,,,,,
,,2014 - 2015,80.0,66.8,0.84,,,,,,,,,
,,2015 - 2016,85.0,79.0,0.93,,,,,,,,,
,,2016 - 2017,89.0,84.0,0.94,,,,,,,,,
,,2017 - 2018,95.0,72.2,0.76,,,,,,,,,
,,2018 - 2019,99.0,83.0,0.84,,,,,,,,,
,Thoubal,2008 - 2009,59.0,43.0,0.73,,,,,,,,,
,,2009 - 2010,268.0,240.0,0.9,,,,,,,,,
,,2010 - 2011,61.0,51.5,0.84,,,,,,,,,
,,2011 - 2012,68.0,59.0,0.87,,,,,,,,,
,,2012 - 2013,96.0,85.0,0.89,,,,,,,,,
,,2013 - 2014,96.0,88.0,0.92,,,,,,,,,
,,2014 - 2015,86.0,73.3,0.85,,,,,,,,,
,,2015 - 2016,98.0,90.0,0.92,,,,,,,,,
,,2016 - 2017,100.0,92.7,0.93,,,,,,,,,
,,2017 - 2018,100.0,91.4,0.91,,,,,,,,,
,,2018 - 2019,105.0,100.0,0.95,,,,,,,,,
,Ukhrul,2008 - 2009,53.0,69.0,1.3,,,,,,,,,
,,2009 - 2010,250.0,192.0,0.77,,,,,,,,,
,,2010 - 2011,56.0,48.0,0.86,,,,,,,,,
,,2011 - 2012,56.0,45.0,0.8,,,,,,,,,
,,2012 - 2013,73.0,62.0,0.85,,,,,,,,,
,,2013 - 2014,73.0,65.0,0.89,,,,,,,,,
,,2014 - 2015,73.0,60.2,0.82,,,,,,,,,
,,2015 - 2016,90.0,84.0,0.93,,,,,,,,,
,,2016 - 2017,95.0,86.0,0.91,,,,,,,,,
,,2017 - 2018,100.0,90.7,0.91,,,,,,,,,
,,2018 - 2019,105.0,97.0,0.92,,,,,,,,,
Meghalaya,East garo hills,2000 - 2001,258.0,155.0,0.6,,,,,,,,,
,,2001 - 2002,250.0,151.0,0.6,,,,,,,,,
,,2002 - 2003,246.0,148.0,0.6,,,,,,,,,
,,2003 - 2004,240.0,145.0,0.6,,,,,,,,,
,,2004 - 2005,235.0,140.0,0.6,,,,,,,,,
,,2005 - 2006,234.0,136.0,0.58,,,,,,,,,
,,2006 - 2007,239.0,139.0,0.58,,,,,,,,,
,,2007 - 2008,244.0,142.0,0.58,,,,,,,,,
,,2008 - 2009,226.0,131.0,0.58,,,,,,,,,
,,2009 - 2010,230.0,134.0,0.58,,,,,,,,,
,,2010 - 2011,220.0,128.0,0.58,,,,,,,,,
,,2011 - 2012,223.0,131.0,0.59,,,,,,,,,
,,2012 - 2013,715.0,670.0,0.94,,,,,,,,,
,,2013 - 2014,312.0,288.0,0.92,,,,,,,,,
,,2014 - 2015,313.0,296.0,0.95,,,,,,,,,
,,2015 - 2016,314.0,304.0,0.97,,,,,,,,,
,,2016 - 2017,319.0,310.0,0.97,,,,,,,,,
,,2017 - 2018,321.0,313.0,0.98,,,,,,,,,
,,2018 - 2019,322.0,315.0,0.98,,,,,,,,,
,,2019 - 2020,323.0,317.0,0.98,,,,,,,,,
,,2020 - 2021,323.0,317.0,0.98,,,,,,,,,
,,2022 - 2023,323.0,317.0,0.98,,,,,,,,,
,North garo hills,2013 - 2014,405.0,408.0,1.01,,,,,,,,,
,,2014 - 2015,407.0,416.0,1.02,,,,,,,,,
,,2015 - 2016,410.0,431.0,1.05,,,,,,,,,
,,2016 - 2017,416.0,439.0,1.06,,,,,,,,,
,,2017 - 2018,418.0,442.0,1.06,,,,,,,,,
,,2018 - 2019,420.0,445.0,1.06,,,,,,,,,
,,2019 - 2020,421.0,448.0,1.06,,,,,,,,,
,,2020 - 2021,421.0,448.0,1.06,,,,,,,,,
,,2022 - 2023,421.0,448.0,1.06,,,,,,,,,
,South garo hills,2000 - 2001,20.0,12.0,0.6,,,,,,,,,
,,2001 - 2002,21.0,11.0,0.52,,,,,,,,,
,,2002 - 2003,21.0,12.0,0.57,,,,,,,,,
,,2003 - 2004,20.0,11.0,0.55,,,,,,,,,
,,2004 - 2005,20.0,10.0,0.5,,,,,,,,,
,,2005 - 2006,18.0,10.0,0.56,,,,,,,,,
,,2006 - 2007,18.0,10.0,0.56,,,,,,,,,
,,2007 - 2008,19.0,10.0,0.53,,,,,,,,,
,,2008 - 2009,18.0,11.0,0.61,,,,,,,,,
,,2009 - 2010,19.0,10.0,0.53,,,,,,,,,
,,2010 - 2011,20.0,10.0,0.5,,,,,,,,,
,,2011 - 2012,23.0,12.0,0.52,,,,,,,,,
,,2012 - 2013,68.0,67.0,0.99,,,,,,,,,
,,2013 - 2014,69.0,70.0,1.01,,,,,,,,,
,,2014 - 2015,70.0,74.0,1.06,,,,,,,,,
,,2015 - 2016,71.0,77.0,1.08,,,,,,,,,
,,2016 - 2017,71.0,78.0,1.1,,,,,,,,,
,,2017 - 2018,71.0,78.0,1.1,,,,,,,,,
,,2018 - 2019,71.0,78.0,1.1,,,,,,,,,
,,2019 - 2020,71.0,78.0,1.1,,,,,,,,,
,,2020 - 2021,71.0,78.0,1.1,,,,,,,,,
,,2022 - 2023,93.0,112.0,1.2,,,,,,,,,
,South west garo hills,2013 - 2014,276.0,312.0,1.13,,,,,,,,,
,,2014 - 2015,277.0,322.0,1.16,,,,,,,,,
,,2015 - 2016,278.0,334.0,1.2,,,,,,,,,
,,2016 - 2017,282.0,340.0,1.21,,,,,,,,,
,,2017 - 2018,284.0,343.0,1.21,,,,,,,,,
,,2018 - 2019,286.0,346.0,1.21,,,,,,,,,
,,2019 - 2020,287.0,348.0,1.21,,,,,,,,,
,,2020 - 2021,287.0,348.0,1.21,,,,,,,,,
,,2022 - 2023,287.0,348.0,1.21,,,,,,,,,
,West garo hills,2000 - 2001,185.0,119.0,0.64,,,,,,,,,
,,2001 - 2002,218.0,137.0,0.63,,,,,,,,,
,,2002 - 2003,220.0,139.0,0.63,,,,,,,,,
,,2003 - 2004,248.0,160.0,0.65,,,,,,,,,
,,2004 - 2005,264.0,174.0,0.66,,,,,,,,,
,,2005 - 2006,271.0,179.0,0.66,,,,,,,,,
,,2006 - 2007,279.0,183.0,0.66,,,,,,,,,
,,2007 - 2008,281.0,184.0,0.65,,,,,,,,,
,,2008 - 2009,286.0,188.0,0.66,,,,,,,,,
,,2009 - 2010,312.0,207.0,0.66,,,,,,,,,
,,2010 - 2011,314.0,206.0,0.66,,,,,,,,,
,,2011 - 2012,315.0,209.0,0.66,,,,,,,,,
,,2012 - 2013,,,1.0,,,,,,,,,
,,2013 - 2014,743.0,745.0,1.0,,,,,,,,,
,,2014 - 2015,747.0,763.0,1.02,,,,,,,,,
,,2015 - 2016,751.0,786.0,1.05,,,,,,,,,
,,2016 - 2017,762.0,801.0,1.05,,,,,,,,,
,,2017 - 2018,764.0,805.0,1.05,,,,,,,,,
,,2018 - 2019,766.0,808.0,1.05,,,,,,,,,
,,2019 - 2020,767.0,813.0,1.06,,,,,,,,,
,,2020 - 2021,767.0,813.0,1.06,,,,,,,,,
,,2022 - 2023,767.0,813.0,1.06,,,,,,,,,
Mizoram,Aizawl,2003 - 2004,,,,3.0,3.0,1.0,,,,,,
,Kolasib,2003 - 2004,15.0,10.0,0.67,,,,,,,,,
,Lunglei,2003 - 2004,1.0,2.0,2.0,4.0,2.0,0.5,,,,,,
,Mamit,2003 - 2004,7.0,6.0,0.86,16.0,20.0,1.25,,,,,,
Nagaland,Chumoukedima,2022 - 2023,40.0,35.0,0.88,,,,,,,,,
,Dimapur,2000 - 2001,200.0,220.0,1.1,,,,,,,,,
,,2001 - 2002,200.0,200.0,1.0,,,,,,,,,
,,2002 - 2003,200.0,220.0,1.1,,,,,,,,,
,,2003 - 2004,290.0,390.0,1.34,,,,,,,,,
,,2004 - 2005,400.0,420.0,1.05,,,,,,,,,
,,2005 - 2006,60.0,80.0,1.33,,,,,,,,,
,,2006 - 2007,60.0,90.0,1.5,,,,,,,,,
,,2008 - 2009,70.0,50.0,0.71,,,,,,,,,
,,2009 - 2010,80.0,50.0,0.63,,,,,,,,,
,,2010 - 2011,90.0,70.0,0.78,,,,,,,,,
,,2011 - 2012,100.0,80.0,0.8,,,,,,,,,
,,2012 - 2013,100.0,100.0,1.0,,,,,,,,,
,,2013 - 2014,100.0,100.0,1.0,,,,,,,,,
,,2015 - 2016,110.0,110.0,1.0,,,,,,,,,
,,2016 - 2017,100.0,80.0,0.8,,,,,,,,,
,,2017 - 2018,110.0,90.0,0.82,,,,,,,,,
,,2018 - 2019,100.0,90.0,0.9,,,,,,,,,
,,2019 - 2020,100.0,90.0,0.9,,,,,,,,,
,,2020 - 2021,100.0,90.0,0.9,,,,,,,,,
,,2021 - 2022,85.0,78.0,0.92,,,,,,,,,
,,2022 - 2023,41.0,33.0,0.8,,,,,,,,,
,Kiphire,2009 - 2010,20.0,20.0,1.0,,,,,,,,,
,,2010 - 2011,30.0,20.0,0.67,,,,,,,,,
,,2011 - 2012,30.0,20.0,0.67,,,,,,,,,
,,2012 - 2013,30.0,20.0,0.67,,,,,,,,,
,,2013 - 2014,30.0,20.0,0.67,,,,,,,,,
,,2015 - 2016,30.0,20.0,0.67,,,,,,,,,
,,2016 - 2017,30.0,20.0,0.67,,,,,,,,,
,,2017 - 2018,40.0,30.0,0.75,,,,,,,,,
,,2018 - 2019,40.0,30.0,0.75,,,,,,,,,
,,2019 - 2020,40.0,30.0,0.75,,,,,,,,,
,,2020 - 2021,40.0,30.0,0.75,,,,,,,,,
,,2021 - 2022,20.0,17.0,0.85,,,,,,,,,
,,2022 - 2023,32.0,26.0,0.81,,,,,,,,,
,Kohima,2000 - 2001,90.0,70.0,0.78,,,,,,,,,
,,2001 - 2002,90.0,100.0,1.11,,,,,,,,,
,,2002 - 2003,100.0,70.0,0.7,,,,,,,,,
,,2003 - 2004,120.0,160.0,1.33,,,,,,,,,
,,2004 - 2005,240.0,220.0,0.92,,,,,,,,,
,,2005 - 2006,70.0,80.0,1.14,,,,,,,,,
,,2006 - 2007,60.0,80.0,1.33,,,,,,,,,
,,2009 - 2010,60.0,40.0,0.67,,,,,,,,,
,,2010 - 2011,70.0,50.0,0.71,,,,,,,,,
,,2011 - 2012,80.0,60.0,0.75,,,,,,,,,
,,2012 - 2013,80.0,60.0,0.75,,,,,,,,,
,,2013 - 2014,60.0,40.0,0.67,,,,,,,,,
,,2015 - 2016,70.0,50.0,0.71,,,,,,,,,
,,2016 - 2017,60.0,50.0,0.83,,,,,,,,,
,,2017 - 2018,60.0,50.0,0.83,,,,,,,,,
,,2018 - 2019,60.0,50.0,0.83,,,,,,,,,
,,2019 - 2020,60.0,50.0,0.83,,,,,,,,,
,,2020 - 2021,60.0,50.0,0.83,,,,,,,,,
,,2021 - 2022,21.0,17.0,0.81,,,,,,,,,
,,2022 - 2023,13.0,11.0,0.85,,,,,,,,,
,Longleng,2009 - 2010,20.0,20.0,1.0,,,,,,,,,
,,2010 - 2011,40.0,30.0,0.75,,,,,,,,,
,,2011 - 2012,40.0,30.0,0.75,,,,,,,,,
,,2012 - 2013,40.0,30.0,0.75,,,,,,,,,
,,2013 - 2014,40.0,30.0,0.75,,,,,,,,,
,,2015 - 2016,40.0,30.0,0.75,,,,,,,,,
,,2016 - 2017,40.0,30.0,0.75,,,,,,,,,
,,2017 - 2018,40.0,30.0,0.75,,,,,,,,,
,,2018 - 2019,40.0,30.0,0.75,,,,,,,,,
,,2019 - 2020,40.0,30.0,0.75,,,,,,,,,
,,2020 - 2021,40.0,30.0,0.75,,,,,,,,,
,,2021 - 2022,15.0,12.0,0.8,,,,,,,,,
,,2022 - 2023,24.0,19.0,0.79,,,,,,,,,
,Mokokchung,2000 - 2001,150.0,100.0,0.67,,,,,,,,,
,,2001 - 2002,140.0,140.0,1.0,,,,,,,,,
,,2002 - 2003,150.0,110.0,0.73,,,,,,,,,
,,2003 - 2004,110.0,160.0,1.45,,,,,,,,,
,,2004 - 2005,140.0,140.0,1.0,,,,,,,,,
,,2005 - 2006,40.0,30.0,0.75,,,,,,,,,
,,2006 - 2007,30.0,40.0,1.33,,,,,,,,,
,,2008 - 2009,30.0,20.0,0.67,,,,,,,,,
,,2009 - 2010,60.0,40.0,0.67,,,,,,,,,
,,2010 - 2011,60.0,40.0,0.67,,,,,,,,,
,,2011 - 2012,60.0,40.0,0.67,,,,,,,,,
,,2012 - 2013,70.0,50.0,0.71,,,,,,,,,
,,2013 - 2014,70.0,50.0,0.71,,,,,,,,,
,,2015 - 2016,70.0,50.0,0.71,,,,,,,,,
,,2016 - 2017,70.0,60.0,0.86,,,,,,,,,
,,2017 - 2018,70.0,60.0,0.86,,,,,,,,,
,,2018 - 2019,70.0,60.0,0.86,,,,,,,,,
,,2019 - 2020,70.0,60.0,0.86,,,,,,,,,
,,2020 - 2021,70.0,60.0,0.86,,,,,,,,,
,,2021 - 2022,26.0,19.0,0.73,,,,,,,,,
,,2022 - 2023,41.0,33.0,0.8,,,,,,,,,
,Mon,2000 - 2001,80.0,70.0,0.88,,,,,,,,,
,,2001 - 2002,90.0,100.0,1.11,,,,,,,,,
,,2002 - 2003,90.0,60.0,0.67,,,,,,,,,
,,2003 - 2004,150.0,230.0,1.53,,,,,,,,,
,,2008 - 2009,30.0,20.0,0.67,,,,,,,,,
,,2009 - 2010,50.0,40.0,0.8,,,,,,,,,
,,2010 - 2011,70.0,50.0,0.71,,,,,,,,,
,,2011 - 2012,70.0,50.0,0.71,,,,,,,,,
,,2012 - 2013,70.0,60.0,0.86,,,,,,,,,
,,2013 - 2014,70.0,60.0,0.86,,,,,,,,,
,,2015 - 2016,70.0,60.0,0.86,,,,,,,,,
,,2016 - 2017,70.0,60.0,0.86,,,,,,,,,
,,2017 - 2018,70.0,60.0,0.86,,,,,,,,,
,,2018 - 2019,70.0,60.0,0.86,,,,,,,,,
,,2019 - 2020,70.0,60.0,0.86,,,,,,,,,
,,2020 - 2021,70.0,60.0,0.86,,,,,,,,,
,,2021 - 2022,25.0,21.0,0.84,,,,,,,,,
,,2022 - 2023,39.0,34.0,0.87,,,,,,,,,
,Noklak,2021 - 2022,15.0,12.0,0.8,,,,,,,,,
,,2022 - 2023,24.0,19.0,0.79,,,,,,,,,
,Nuiland,2022 - 2023,52.0,46.0,0.88,,,,,,,,,
,Peren,2009 - 2010,50.0,30.0,0.6,,,,,,,,,
,,2010 - 2011,70.0,40.0,0.57,,,,,,,,,
,,2011 - 2012,70.0,40.0,0.57,,,,,,,,,
,,2012 - 2013,70.0,60.0,0.86,,,,,,,,,
,,2013 - 2014,70.0,60.0,0.86,,,,,,,,,
,,2015 - 2016,80.0,70.0,0.88,,,,,,,,,
,,2016 - 2017,80.0,70.0,0.88,,,,,,,,,
,,2017 - 2018,90.0,80.0,0.89,,,,,,,,,
,,2018 - 2019,90.0,70.0,0.78,,,,,,,,,
,,2019 - 2020,90.0,70.0,0.78,,,,,,,,,
,,2020 - 2021,90.0,70.0,0.78,,,,,,,,,
,,2021 - 2022,30.0,23.0,0.77,,,,,,,,,
,,2022 - 2023,49.0,41.0,0.84,,,,,,,,,
,Phek,2000 - 2001,110.0,80.0,0.73,,,,,,,,,
,,2001 - 2002,100.0,100.0,1.0,,,,,,,,,
,,2002 - 2003,90.0,60.0,0.67,,,,,,,,,
,,2003 - 2004,260.0,260.0,1.0,,,,,,,,,
,,2004 - 2005,400.0,50.0,0.13,,,,,,,,,
,,2005 - 2006,80.0,70.0,0.88,,,,,,,,,
,,2006 - 2007,70.0,90.0,1.29,,,,,,,,,
,,2008 - 2009,60.0,50.0,0.83,,,,,,,,,
,,2009 - 2010,70.0,50.0,0.71,,,,,,,,,
,,2010 - 2011,80.0,50.0,0.63,,,,,,,,,
,,2011 - 2012,80.0,50.0,0.63,,,,,,,,,
,,2012 - 2013,80.0,70.0,0.88,,,,,,,,,
,,2013 - 2014,80.0,70.0,0.88,,,,,,,,,
,,2015 - 2016,80.0,70.0,0.88,,,,,,,,,
,,2016 - 2017,80.0,70.0,0.88,,,,,,,,,
,,2017 - 2018,80.0,70.0,0.88,,,,,,,,,
,,2018 - 2019,80.0,70.0,0.88,,,,,,,,,
,,2019 - 2020,80.0,70.0,0.88,,,,,,,,,
,,2020 - 2021,80.0,70.0,0.88,,,,,,,,,
,,2021 - 2022,22.0,18.0,0.82,,,,,,,,,
,,2022 - 2023,35.0,29.0,0.83,,,,,,,,,
,Shamator,2022 - 2023,23.0,19.0,0.83,,,,,,,,,
,Tseminyu,2022 - 2023,20.0,16.0,0.8,,,,,,,,,
,Tuensang,2000 - 2001,100.0,70.0,0.7,,,,,,,,,
,,2001 - 2002,110.0,110.0,1.0,,,,,,,,,
,,2002 - 2003,120.0,80.0,0.67,,,,,,,,,
,,2003 - 2004,160.0,230.0,1.44,,,,,,,,,
,,2004 - 2005,30.0,20.0,0.67,,,,,,,,,
,,2005 - 2006,70.0,80.0,1.14,,,,,,,,,
,,2006 - 2007,60.0,70.0,1.17,,,,,,,,,
,,2008 - 2009,40.0,30.0,0.75,,,,,,,,,
,,2009 - 2010,50.0,40.0,0.8,,,,,,,,,
,,2010 - 2011,70.0,60.0,0.86,,,,,,,,,
,,2011 - 2012,70.0,60.0,0.86,,,,,,,,,
,,2012 - 2013,70.0,60.0,0.86,,,,,,,,,
,,2013 - 2014,70.0,60.0,0.86,,,,,,,,,
,,2015 - 2016,70.0,60.0,0.86,,,,,,,,,
,,2016 - 2017,70.0,60.0,0.86,,,,,,,,,
,,2017 - 2018,70.0,60.0,0.86,,,,,,,,,
,,2018 - 2019,70.0,60.0,0.86,,,,,,,,,
,,2019 - 2020,70.0,60.0,0.86,,,,,,,,,
,,2020 - 2021,70.0,60.0,0.86,,,,,,,,,
,,2021 - 2022,30.0,25.0,0.83,,,,,,,,,
,,2022 - 2023,24.0,20.0,0.83,,,,,,,,,
,Wokha,2000 - 2001,160.0,110.0,0.69,,,,,,,,,
,,2001 - 2002,170.0,160.0,0.94,,,,,,,,,
,,2002 - 2003,160.0,100.0,0.63,,,,,,,,,
,,2003 - 2004,270.0,400.0,1.48,,,,,,,,,
,,2004 - 2005,120.0,130.0,1.08,,,,,,,,,
,,2005 - 2006,40.0,40.0,1.0,,,,,,,,,
,,2006 - 2007,40.0,50.0,1.25,,,,,,,,,
,,2009 - 2010,60.0,40.0,0.67,,,,,,,,,
,,2010 - 2011,80.0,60.0,0.75,,,,,,,,,
,,2011 - 2012,90.0,70.0,0.78,,,,,,,,,
,,2012 - 2013,90.0,80.0,0.89,,,,,,,,,
,,2013 - 2014,90.0,80.0,0.89,,,,,,,,,
,,2015 - 2016,90.0,80.0,0.89,,,,,,,,,
,,2016 - 2017,90.0,70.0,0.78,,,,,,,,,
,,2017 - 2018,90.0,80.0,0.89,,,,,,,,,
,,2018 - 2019,80.0,70.0,0.88,,,,,,,,,
,,2019 - 2020,80.0,70.0,0.88,,,,,,,,,
,,2020 - 2021,80.0,70.0,0.88,,,,,,,,,
,,2021 - 2022,30.0,25.0,0.83,,,,,,,,,
,,2022 - 2023,48.0,39.0,0.81,,,,,,,,,
,Zunheboto,2000 - 2001,110.0,80.0,0.73,,,,,,,,,
,,2001 - 2002,100.0,90.0,0.9,,,,,,,,,
,,2002 - 2003,90.0,50.0,0.56,,,,,,,,,
,,2003 - 2004,140.0,170.0,1.21,,,,,,,,,
,,2004 - 2005,30.0,20.0,0.67,,,,,,,,,
,,2005 - 2006,40.0,20.0,0.5,,,,,,,,,
,,2006 - 2007,40.0,50.0,1.25,,,,,,,,,
,,2008 - 2009,20.0,30.0,1.5,,,,,,,,,
,,2009 - 2010,50.0,30.0,0.6,,,,,,,,,
,,2010 - 2011,60.0,40.0,0.67,,,,,,,,,
,,2011 - 2012,60.0,40.0,0.67,,,,,,,,,
,,2012 - 2013,60.0,50.0,0.83,,,,,,,,,
,,2013 - 2014,60.0,50.0,0.83,,,,,,,,,
,,2015 - 2016,60.0,50.0,0.83,,,,,,,,,
,,2016 - 2017,60.0,50.0,0.83,,,,,,,,,
,,2017 - 2018,60.0,50.0,0.83,,,,,,,,,
,,2018 - 2019,60.0,50.0,0.83,,,,,,,,,
,,2019 - 2020,60.0,50.0,0.83,,,,,,,,,
,,2020 - 2021,60.0,50.0,0.83,,,,,,,,,
,,2021 - 2022,55.0,47.0,0.85,,,,,,,,,
,,2022 - 2023,85.0,68.0,0.8,,,,,,,,,
Odisha,Anugul,2000 - 2001,,740.0,0.46,,,,,,,,,
,,2002 - 2003,920.0,480.0,0.52,,,,,,,,,
,,2003 - 2004,,860.0,0.45,,,,,,,,,
,,2004 - 2005,635.0,746.0,1.17,,,,,,,,,
,,2019 - 2020,,,0.78,,,,,,,,,
,Balangir,2000 - 2001,510.0,190.0,0.37,,,,,,,,,
,,2001 - 2002,,570.0,0.47,,,,,,,,,
,,2002 - 2003,540.0,220.0,0.41,,,,,,,,,
,,2003 - 2004,,600.0,0.44,,,,,,,,,
,,2004 - 2005,,633.0,0.44,,,,,,,,,
,,2019 - 2020,,830.0,0.79,,,,,,,,,
,Baleshwar,2000 - 2001,200.0,100.0,0.5,,,,,,,,,
,,2001 - 2002,160.0,100.0,0.63,,,,,,,,,
,,2002 - 2003,170.0,120.0,0.71,,,,,,,,,
,,2003 - 2004,110.0,80.0,0.73,,,,,,,,,
,,2004 - 2005,98.0,72.0,0.73,,,,,,,,,
,,2019 - 2020,90.0,70.0,0.78,,,,,,,,,
,Bargarh,2000 - 2001,90.0,40.0,0.44,,,,,,,,,
,,2001 - 2002,360.0,170.0,0.47,,,,,,,,,
,,2002 - 2003,170.0,80.0,0.47,,,,,,,,,
,,2003 - 2004,210.0,90.0,0.43,,,,,,,,,
,,2004 - 2005,224.0,97.0,0.43,,,,,,,,,
,,2019 - 2020,280.0,200.0,0.71,,,,,,,,,
,Bhadrak,2000 - 2001,30.0,20.0,0.67,,,,,,,,,
,,2001 - 2002,40.0,20.0,0.5,,,,,,,,,
,,2002 - 2003,20.0,10.0,0.5,,,,,,,,,
,,2003 - 2004,40.0,20.0,0.5,,,,,,,,,
,,2004 - 2005,40.0,18.0,0.45,,,,,,,,,
,Boudh,2000 - 2001,130.0,50.0,0.38,,,,,,,,,
,,2001 - 2002,390.0,140.0,0.36,,,,,,,,,
,,2002 - 2003,310.0,120.0,0.39,,,,,,,,,
,,2003 - 2004,560.0,280.0,0.5,,,,,,,,,
,,2004 - 2005,565.0,400.0,0.71,,,,,,,,,
,,2019 - 2020,290.0,230.0,0.79,,,,,,,,,
,Cuttack,2000 - 2001,260.0,150.0,0.58,,,,,,,,,
,,2001 - 2002,490.0,220.0,0.45,,,,,,,,,
,,2002 - 2003,180.0,80.0,0.44,,,,,,,,,
,,2003 - 2004,430.0,220.0,0.51,,,,,,,,,
,,2004 - 2005,494.0,252.0,0.51,,,,,,,,,
,,2019 - 2020,390.0,300.0,0.77,,,,,,,,,
,Deogarh,2000 - 2001,180.0,80.0,0.44,,,,,,,,,
,,2001 - 2002,510.0,240.0,0.47,,,,,,,,,
,,2002 - 2003,500.0,220.0,0.44,,,,,,,,,
,,2003 - 2004,500.0,220.0,0.44,,,,,,,,,
,,2004 - 2005,525.0,235.0,0.45,,,,,,,,,
,,2019 - 2020,100.0,70.0,0.7,,,,,,,,,
,Dhenkanal,2000 - 2001,190.0,80.0,0.42,,,,,,,,,
,,2002 - 2003,280.0,100.0,0.36,,,,,,,,,
,,2003 - 2004,420.0,160.0,0.38,,,,,,,,,
